date_key,cost_center_key,business_unit_key,gl_account_key,gl_category,amount,scenario,notes
20220101,104005,BU03,611000,Internal Labor,82732.5,Budget,Annual operating plan allocation
20220101,104005,BU03,613000,Software,27152.83,Budget,Annual operating plan allocation
20220101,104005,BU03,613050,Cloud,21991.03,Budget,Annual operating plan allocation
20220101,104005,BU03,612000,External Labor,30622.6,Budget,Annual operating plan allocation
20220101,104005,BU03,614000,Professional Services,13281.42,Budget,Annual operating plan allocation
20220101,104005,BU03,612070,Hardware,8610.62,Budget,Annual operating plan allocation
20220101,104005,BU03,615000,Telecom,4836.59,Budget,Annual operating plan allocation
20220101,104005,BU03,616000,Training,1476.78,Budget,Annual operating plan allocation
20220101,104005,BU03,617000,Travel,1085.26,Budget,Annual operating plan allocation
20220101,104017,BU02,611000,Internal Labor,121150.64,Budget,Annual operating plan allocation
20220101,104017,BU02,613000,Software,38495.64,Budget,Annual operating plan allocation
20220101,104017,BU02,613050,Cloud,35331.6,Budget,Annual operating plan allocation
20220101,104017,BU02,612000,External Labor,57123.74,Budget,Annual operating plan allocation
20220101,104017,BU02,614000,Professional Services,23381.8,Budget,Annual operating plan allocation
20220101,104017,BU02,612070,Hardware,14477.78,Budget,Annual operating plan allocation
20220101,104017,BU02,615000,Telecom,8612.42,Budget,Annual operating plan allocation
20220101,104017,BU02,616000,Training,2510.35,Budget,Annual operating plan allocation
20220101,104017,BU02,617000,Travel,1692.75,Budget,Annual operating plan allocation
20220101,104018,BU06,611000,Internal Labor,117097.14,Budget,Annual operating plan allocation
20220101,104018,BU06,613000,Software,41952.45,Budget,Annual operating plan allocation
20220101,104018,BU06,613050,Cloud,33727.05,Budget,Annual operating plan allocation
20220101,104018,BU06,612000,External Labor,59439.29,Budget,Annual operating plan allocation
20220101,104018,BU06,614000,Professional Services,23558.73,Budget,Annual operating plan allocation
20220101,104018,BU06,612070,Hardware,14465.01,Budget,Annual operating plan allocation
20220101,104018,BU06,615000,Telecom,8627.49,Budget,Annual operating plan allocation
20220101,104018,BU06,616000,Training,2372.07,Budget,Annual operating plan allocation
20220101,104018,BU06,617000,Travel,1642.89,Budget,Annual operating plan allocation
20220101,104019,BU03,611000,Internal Labor,151813.36,Budget,Annual operating plan allocation
20220101,104019,BU03,613000,Software,53319.8,Budget,Annual operating plan allocation
20220101,104019,BU03,613050,Cloud,41364.24,Budget,Annual operating plan allocation
20220101,104019,BU03,612000,External Labor,59008.45,Budget,Annual operating plan allocation
20220101,104019,BU03,614000,Professional Services,27586.91,Budget,Annual operating plan allocation
20220101,104019,BU03,612070,Hardware,16526.77,Budget,Annual operating plan allocation
20220101,104019,BU03,615000,Telecom,9595.17,Budget,Annual operating plan allocation
20220101,104019,BU03,616000,Training,3119.54,Budget,Annual operating plan allocation
20220101,104019,BU03,617000,Travel,2153.68,Budget,Annual operating plan allocation
20220101,104022,BU03,611000,Internal Labor,166002.42,Budget,Annual operating plan allocation
20220101,104022,BU03,613000,Software,59223.72,Budget,Annual operating plan allocation
20220101,104022,BU03,613050,Cloud,43290.15,Budget,Annual operating plan allocation
20220101,104022,BU03,612000,External Labor,78653.54,Budget,Annual operating plan allocation
20220101,104022,BU03,614000,Professional Services,28959.22,Budget,Annual operating plan allocation
20220101,104022,BU03,612070,Hardware,18924.1,Budget,Annual operating plan allocation
20220101,104022,BU03,615000,Telecom,9636.12,Budget,Annual operating plan allocation
20220101,104022,BU03,616000,Training,3581.93,Budget,Annual operating plan allocation
20220101,104022,BU03,617000,Travel,2357.36,Budget,Annual operating plan allocation
20220101,104023,BU02,611000,Internal Labor,174698.78,Budget,Annual operating plan allocation
20220101,104023,BU02,613000,Software,60318.54,Budget,Annual operating plan allocation
20220101,104023,BU02,613050,Cloud,43878.49,Budget,Annual operating plan allocation
20220101,104023,BU02,612000,External Labor,76376.17,Budget,Annual operating plan allocation
20220101,104023,BU02,614000,Professional Services,31866.2,Budget,Annual operating plan allocation
20220101,104023,BU02,612070,Hardware,20876.1,Budget,Annual operating plan allocation
20220101,104023,BU02,615000,Telecom,10959.15,Budget,Annual operating plan allocation
20220101,104023,BU02,616000,Training,3338.47,Budget,Annual operating plan allocation
20220101,104023,BU02,617000,Travel,2253.45,Budget,Annual operating plan allocation
20220101,104026,BU01,611000,Internal Labor,176927.59,Budget,Annual operating plan allocation
20220101,104026,BU01,613000,Software,59501.25,Budget,Annual operating plan allocation
20220101,104026,BU01,613050,Cloud,47786.42,Budget,Annual operating plan allocation
20220101,104026,BU01,612000,External Labor,83233.01,Budget,Annual operating plan allocation
20220101,104026,BU01,614000,Professional Services,30569.64,Budget,Annual operating plan allocation
20220101,104026,BU01,612070,Hardware,20175.86,Budget,Annual operating plan allocation
20220101,104026,BU01,615000,Telecom,11511.69,Budget,Annual operating plan allocation
20220101,104026,BU01,616000,Training,3364.33,Budget,Annual operating plan allocation
20220101,104026,BU01,617000,Travel,2539.62,Budget,Annual operating plan allocation
20220101,104027,BU02,611000,Internal Labor,233099.93,Budget,Annual operating plan allocation
20220101,104027,BU02,613000,Software,75850.02,Budget,Annual operating plan allocation
20220101,104027,BU02,613050,Cloud,64762.39,Budget,Annual operating plan allocation
20220101,104027,BU02,612000,External Labor,91390.56,Budget,Annual operating plan allocation
20220101,104027,BU02,614000,Professional Services,38412.98,Budget,Annual operating plan allocation
20220101,104027,BU02,612070,Hardware,24296.78,Budget,Annual operating plan allocation
20220101,104027,BU02,615000,Telecom,14703.86,Budget,Annual operating plan allocation
20220101,104027,BU02,616000,Training,4659.4,Budget,Annual operating plan allocation
20220101,104027,BU02,617000,Travel,3413.06,Budget,Annual operating plan allocation
20220101,104028,BU03,611000,Internal Labor,219134.84,Budget,Annual operating plan allocation
20220101,104028,BU03,613000,Software,67609.61,Budget,Annual operating plan allocation
20220101,104028,BU03,613050,Cloud,50213.05,Budget,Annual operating plan allocation
20220101,104028,BU03,612000,External Labor,94176.63,Budget,Annual operating plan allocation
20220101,104028,BU03,614000,Professional Services,33686.79,Budget,Annual operating plan allocation
20220101,104028,BU03,612070,Hardware,23838.55,Budget,Annual operating plan allocation
20220101,104028,BU03,615000,Telecom,11775.02,Budget,Annual operating plan allocation
20220101,104028,BU03,616000,Training,3852.67,Budget,Annual operating plan allocation
20220101,104028,BU03,617000,Travel,2721.38,Budget,Annual operating plan allocation
20220101,104034,BU03,611000,Internal Labor,109167.02,Budget,Annual operating plan allocation
20220101,104034,BU03,613000,Software,40136.92,Budget,Annual operating plan allocation
20220101,104034,BU03,613050,Cloud,30853.48,Budget,Annual operating plan allocation
20220101,104034,BU03,612000,External Labor,53142.78,Budget,Annual operating plan allocation
20220101,104034,BU03,614000,Professional Services,21840.71,Budget,Annual operating plan allocation
20220101,104034,BU03,612070,Hardware,15161.01,Budget,Annual operating plan allocation
20220101,104034,BU03,615000,Telecom,7414.1,Budget,Annual operating plan allocation
20220101,104034,BU03,616000,Training,2223.22,Budget,Annual operating plan allocation
20220101,104034,BU03,617000,Travel,1655.93,Budget,Annual operating plan allocation
20220101,109003,BU04,611000,Internal Labor,186966.88,Budget,Annual operating plan allocation
20220101,109003,BU04,613000,Software,62970.68,Budget,Annual operating plan allocation
20220101,109003,BU04,613050,Cloud,51369.31,Budget,Annual operating plan allocation
20220101,109003,BU04,612000,External Labor,82863.86,Budget,Annual operating plan allocation
20220101,109003,BU04,614000,Professional Services,31988.51,Budget,Annual operating plan allocation
20220101,109003,BU04,612070,Hardware,22354.77,Budget,Annual operating plan allocation
20220101,109003,BU04,615000,Telecom,11273.6,Budget,Annual operating plan allocation
20220101,109003,BU04,616000,Training,3889.23,Budget,Annual operating plan allocation
20220101,109003,BU04,617000,Travel,2832.54,Budget,Annual operating plan allocation
20220101,109004,BU04,611000,Internal Labor,211498.14,Budget,Annual operating plan allocation
20220101,109004,BU04,613000,Software,71333.05,Budget,Annual operating plan allocation
20220101,109004,BU04,613050,Cloud,54583.72,Budget,Annual operating plan allocation
20220101,109004,BU04,612000,External Labor,87418.18,Budget,Annual operating plan allocation
20220101,109004,BU04,614000,Professional Services,37910.57,Budget,Annual operating plan allocation
20220101,109004,BU04,612070,Hardware,24334.42,Budget,Annual operating plan allocation
20220101,109004,BU04,615000,Telecom,13416.64,Budget,Annual operating plan allocation
20220101,109004,BU04,616000,Training,3927.27,Budget,Annual operating plan allocation
20220101,109004,BU04,617000,Travel,3279.71,Budget,Annual operating plan allocation
20220101,110101,BU05,611000,Internal Labor,189252.91,Budget,Annual operating plan allocation
20220101,110101,BU05,613000,Software,57650.16,Budget,Annual operating plan allocation
20220101,110101,BU05,613050,Cloud,53355.88,Budget,Annual operating plan allocation
20220101,110101,BU05,612000,External Labor,88155.74,Budget,Annual operating plan allocation
20220101,110101,BU05,614000,Professional Services,30100.06,Budget,Annual operating plan allocation
20220101,110101,BU05,612070,Hardware,21203.24,Budget,Annual operating plan allocation
20220101,110101,BU05,615000,Telecom,12910.49,Budget,Annual operating plan allocation
20220101,110101,BU05,616000,Training,4066.57,Budget,Annual operating plan allocation
20220101,110101,BU05,617000,Travel,2916.74,Budget,Annual operating plan allocation
20220101,110102,BU05,611000,Internal Labor,117319.68,Budget,Annual operating plan allocation
20220101,110102,BU05,613000,Software,42345.45,Budget,Annual operating plan allocation
20220101,110102,BU05,613050,Cloud,30832.37,Budget,Annual operating plan allocation
20220101,110102,BU05,612000,External Labor,53502.74,Budget,Annual operating plan allocation
20220101,110102,BU05,614000,Professional Services,19951.14,Budget,Annual operating plan allocation
20220101,110102,BU05,612070,Hardware,13146.72,Budget,Annual operating plan allocation
20220101,110102,BU05,615000,Telecom,7269.58,Budget,Annual operating plan allocation
20220101,110102,BU05,616000,Training,2527.38,Budget,Annual operating plan allocation
20220101,110102,BU05,617000,Travel,1550.93,Budget,Annual operating plan allocation
20220101,120201,BU06,611000,Internal Labor,92792.29,Budget,Annual operating plan allocation
20220101,120201,BU06,613000,Software,27070.26,Budget,Annual operating plan allocation
20220101,120201,BU06,613050,Cloud,21599.18,Budget,Annual operating plan allocation
20220101,120201,BU06,612000,External Labor,39850.72,Budget,Annual operating plan allocation
20220101,120201,BU06,614000,Professional Services,14009.75,Budget,Annual operating plan allocation
20220101,120201,BU06,612070,Hardware,10687.76,Budget,Annual operating plan allocation
20220101,120201,BU06,615000,Telecom,5279.74,Budget,Annual operating plan allocation
20220101,120201,BU06,616000,Training,1796.97,Budget,Annual operating plan allocation
20220101,120201,BU06,617000,Travel,1151.51,Budget,Annual operating plan allocation
20220201,104001,BU03,611000,Internal Labor,210436.4,Budget,Annual operating plan allocation
20220201,104001,BU03,613000,Software,80542.79,Budget,Annual operating plan allocation
20220201,104001,BU03,613050,Cloud,57030.8,Budget,Annual operating plan allocation
20220201,104001,BU03,612000,External Labor,100598.0,Budget,Annual operating plan allocation
20220201,104001,BU03,614000,Professional Services,41573.81,Budget,Annual operating plan allocation
20220201,104001,BU03,612070,Hardware,28206.05,Budget,Annual operating plan allocation
20220201,104001,BU03,615000,Telecom,14738.21,Budget,Annual operating plan allocation
20220201,104001,BU03,616000,Training,4101.89,Budget,Annual operating plan allocation
20220201,104001,BU03,617000,Travel,2987.16,Budget,Annual operating plan allocation
20220201,104002,BU03,611000,Internal Labor,200746.86,Budget,Annual operating plan allocation
20220201,104002,BU03,613000,Software,62796.65,Budget,Annual operating plan allocation
20220201,104002,BU03,613050,Cloud,49034.35,Budget,Annual operating plan allocation
20220201,104002,BU03,612000,External Labor,88594.96,Budget,Annual operating plan allocation
20220201,104002,BU03,614000,Professional Services,35483.66,Budget,Annual operating plan allocation
20220201,104002,BU03,612070,Hardware,23658.22,Budget,Annual operating plan allocation
20220201,104002,BU03,615000,Telecom,12621.12,Budget,Annual operating plan allocation
20220201,104002,BU03,616000,Training,4137.03,Budget,Annual operating plan allocation
20220201,104002,BU03,617000,Travel,2515.28,Budget,Annual operating plan allocation
20220201,104003,BU03,611000,Internal Labor,128691.91,Budget,Annual operating plan allocation
20220201,104003,BU03,613000,Software,42416.05,Budget,Annual operating plan allocation
20220201,104003,BU03,613050,Cloud,38627.32,Budget,Annual operating plan allocation
20220201,104003,BU03,612000,External Labor,64781.66,Budget,Annual operating plan allocation
20220201,104003,BU03,614000,Professional Services,23421.14,Budget,Annual operating plan allocation
20220201,104003,BU03,612070,Hardware,16664.72,Budget,Annual operating plan allocation
20220201,104003,BU03,615000,Telecom,9001.88,Budget,Annual operating plan allocation
20220201,104003,BU03,616000,Training,2912.88,Budget,Annual operating plan allocation
20220201,104003,BU03,617000,Travel,1865.8,Budget,Annual operating plan allocation
20220201,104005,BU03,611000,Internal Labor,81331.12,Budget,Annual operating plan allocation
20220201,104005,BU03,613000,Software,27256.59,Budget,Annual operating plan allocation
20220201,104005,BU03,613050,Cloud,21681.54,Budget,Annual operating plan allocation
20220201,104005,BU03,612000,External Labor,33331.84,Budget,Annual operating plan allocation
20220201,104005,BU03,614000,Professional Services,14869.56,Budget,Annual operating plan allocation
20220201,104005,BU03,612070,Hardware,10211.67,Budget,Annual operating plan allocation
20220201,104005,BU03,615000,Telecom,5347.16,Budget,Annual operating plan allocation
20220201,104005,BU03,616000,Training,1557.61,Budget,Annual operating plan allocation
20220201,104005,BU03,617000,Travel,1056.13,Budget,Annual operating plan allocation
20220201,104017,BU02,611000,Internal Labor,129902.17,Budget,Annual operating plan allocation
20220201,104017,BU02,613000,Software,41928.46,Budget,Annual operating plan allocation
20220201,104017,BU02,613050,Cloud,36810.51,Budget,Annual operating plan allocation
20220201,104017,BU02,612000,External Labor,57783.0,Budget,Annual operating plan allocation
20220201,104017,BU02,614000,Professional Services,24534.14,Budget,Annual operating plan allocation
20220201,104017,BU02,612070,Hardware,16375.49,Budget,Annual operating plan allocation
20220201,104017,BU02,615000,Telecom,8331.88,Budget,Annual operating plan allocation
20220201,104017,BU02,616000,Training,2767.78,Budget,Annual operating plan allocation
20220201,104017,BU02,617000,Travel,1752.23,Budget,Annual operating plan allocation
20220201,104018,BU06,611000,Internal Labor,139161.31,Budget,Annual operating plan allocation
20220201,104018,BU06,613000,Software,40750.86,Budget,Annual operating plan allocation
20220201,104018,BU06,613050,Cloud,37521.9,Budget,Annual operating plan allocation
20220201,104018,BU06,612000,External Labor,52329.98,Budget,Annual operating plan allocation
20220201,104018,BU06,614000,Professional Services,23864.25,Budget,Annual operating plan allocation
20220201,104018,BU06,612070,Hardware,16529.51,Budget,Annual operating plan allocation
20220201,104018,BU06,615000,Telecom,8316.09,Budget,Annual operating plan allocation
20220201,104018,BU06,616000,Training,2717.23,Budget,Annual operating plan allocation
20220201,104018,BU06,617000,Travel,2005.53,Budget,Annual operating plan allocation
20220201,104019,BU03,611000,Internal Labor,140508.73,Budget,Annual operating plan allocation
20220201,104019,BU03,613000,Software,50586.55,Budget,Annual operating plan allocation
20220201,104019,BU03,613050,Cloud,41538.13,Budget,Annual operating plan allocation
20220201,104019,BU03,612000,External Labor,69022.74,Budget,Annual operating plan allocation
20220201,104019,BU03,614000,Professional Services,28529.31,Budget,Annual operating plan allocation
20220201,104019,BU03,612070,Hardware,18516.87,Budget,Annual operating plan allocation
20220201,104019,BU03,615000,Telecom,8998.92,Budget,Annual operating plan allocation
20220201,104019,BU03,616000,Training,3020.98,Budget,Annual operating plan allocation
20220201,104019,BU03,617000,Travel,2220.4,Budget,Annual operating plan allocation
20220201,104022,BU03,611000,Internal Labor,170043.46,Budget,Annual operating plan allocation
20220201,104022,BU03,613000,Software,56608.51,Budget,Annual operating plan allocation
20220201,104022,BU03,613050,Cloud,50025.02,Budget,Annual operating plan allocation
20220201,104022,BU03,612000,External Labor,79014.08,Budget,Annual operating plan allocation
20220201,104022,BU03,614000,Professional Services,30228.07,Budget,Annual operating plan allocation
20220201,104022,BU03,612070,Hardware,20523.56,Budget,Annual operating plan allocation
20220201,104022,BU03,615000,Telecom,10757.87,Budget,Annual operating plan allocation
20220201,104022,BU03,616000,Training,3264.75,Budget,Annual operating plan allocation
20220201,104022,BU03,617000,Travel,2355.58,Budget,Annual operating plan allocation
20220201,104023,BU02,611000,Internal Labor,168489.31,Budget,Annual operating plan allocation
20220201,104023,BU02,613000,Software,60956.9,Budget,Annual operating plan allocation
20220201,104023,BU02,613050,Cloud,43044.23,Budget,Annual operating plan allocation
20220201,104023,BU02,612000,External Labor,72192.14,Budget,Annual operating plan allocation
20220201,104023,BU02,614000,Professional Services,30109.23,Budget,Annual operating plan allocation
20220201,104023,BU02,612070,Hardware,22294.53,Budget,Annual operating plan allocation
20220201,104023,BU02,615000,Telecom,11442.24,Budget,Annual operating plan allocation
20220201,104023,BU02,616000,Training,3232.9,Budget,Annual operating plan allocation
20220201,104023,BU02,617000,Travel,2499.97,Budget,Annual operating plan allocation
20220201,104026,BU01,611000,Internal Labor,183347.25,Budget,Annual operating plan allocation
20220201,104026,BU01,613000,Software,59391.0,Budget,Annual operating plan allocation
20220201,104026,BU01,613050,Cloud,53369.63,Budget,Annual operating plan allocation
20220201,104026,BU01,612000,External Labor,77630.89,Budget,Annual operating plan allocation
20220201,104026,BU01,614000,Professional Services,31346.56,Budget,Annual operating plan allocation
20220201,104026,BU01,612070,Hardware,23189.0,Budget,Annual operating plan allocation
20220201,104026,BU01,615000,Telecom,11831.94,Budget,Annual operating plan allocation
20220201,104026,BU01,616000,Training,3675.59,Budget,Annual operating plan allocation
20220201,104026,BU01,617000,Travel,2821.46,Budget,Annual operating plan allocation
20220201,104027,BU02,611000,Internal Labor,244728.33,Budget,Annual operating plan allocation
20220201,104027,BU02,613000,Software,72042.31,Budget,Annual operating plan allocation
20220201,104027,BU02,613050,Cloud,62211.0,Budget,Annual operating plan allocation
20220201,104027,BU02,612000,External Labor,93320.08,Budget,Annual operating plan allocation
20220201,104027,BU02,614000,Professional Services,38735.43,Budget,Annual operating plan allocation
20220201,104027,BU02,612070,Hardware,27827.33,Budget,Annual operating plan allocation
20220201,104027,BU02,615000,Telecom,14234.07,Budget,Annual operating plan allocation
20220201,104027,BU02,616000,Training,4773.9,Budget,Annual operating plan allocation
20220201,104027,BU02,617000,Travel,3408.19,Budget,Annual operating plan allocation
20220201,104028,BU03,611000,Internal Labor,208838.42,Budget,Annual operating plan allocation
20220201,104028,BU03,613000,Software,65885.46,Budget,Annual operating plan allocation
20220201,104028,BU03,613050,Cloud,60891.18,Budget,Annual operating plan allocation
20220201,104028,BU03,612000,External Labor,98458.53,Budget,Annual operating plan allocation
20220201,104028,BU03,614000,Professional Services,39167.12,Budget,Annual operating plan allocation
20220201,104028,BU03,612070,Hardware,24195.88,Budget,Annual operating plan allocation
20220201,104028,BU03,615000,Telecom,13663.21,Budget,Annual operating plan allocation
20220201,104028,BU03,616000,Training,4211.25,Budget,Annual operating plan allocation
20220201,104028,BU03,617000,Travel,2759.72,Budget,Annual operating plan allocation
20220201,104034,BU03,611000,Internal Labor,123527.72,Budget,Annual operating plan allocation
20220201,104034,BU03,613000,Software,38243.39,Budget,Annual operating plan allocation
20220201,104034,BU03,613050,Cloud,35232.23,Budget,Annual operating plan allocation
20220201,104034,BU03,612000,External Labor,54441.85,Budget,Annual operating plan allocation
20220201,104034,BU03,614000,Professional Services,20053.15,Budget,Annual operating plan allocation
20220201,104034,BU03,612070,Hardware,15590.68,Budget,Annual operating plan allocation
20220201,104034,BU03,615000,Telecom,8392.22,Budget,Annual operating plan allocation
20220201,104034,BU03,616000,Training,2298.25,Budget,Annual operating plan allocation
20220201,104034,BU03,617000,Travel,1632.47,Budget,Annual operating plan allocation
20220201,109003,BU04,611000,Internal Labor,177459.09,Budget,Annual operating plan allocation
20220201,109003,BU04,613000,Software,66642.41,Budget,Annual operating plan allocation
20220201,109003,BU04,613050,Cloud,53626.48,Budget,Annual operating plan allocation
20220201,109003,BU04,612000,External Labor,82187.32,Budget,Annual operating plan allocation
20220201,109003,BU04,614000,Professional Services,33227.54,Budget,Annual operating plan allocation
20220201,109003,BU04,612070,Hardware,22436.81,Budget,Annual operating plan allocation
20220201,109003,BU04,615000,Telecom,12148.06,Budget,Annual operating plan allocation
20220201,109003,BU04,616000,Training,3647.48,Budget,Annual operating plan allocation
20220201,109003,BU04,617000,Travel,2631.82,Budget,Annual operating plan allocation
20220201,109004,BU04,611000,Internal Labor,238173.07,Budget,Annual operating plan allocation
20220201,109004,BU04,613000,Software,72254.78,Budget,Annual operating plan allocation
20220201,109004,BU04,613050,Cloud,61953.31,Budget,Annual operating plan allocation
20220201,109004,BU04,612000,External Labor,106205.4,Budget,Annual operating plan allocation
20220201,109004,BU04,614000,Professional Services,35800.58,Budget,Annual operating plan allocation
20220201,109004,BU04,612070,Hardware,28965.59,Budget,Annual operating plan allocation
20220201,109004,BU04,615000,Telecom,13938.57,Budget,Annual operating plan allocation
20220201,109004,BU04,616000,Training,4414.3,Budget,Annual operating plan allocation
20220201,109004,BU04,617000,Travel,2955.34,Budget,Annual operating plan allocation
20220201,110101,BU05,611000,Internal Labor,203321.67,Budget,Annual operating plan allocation
20220201,110101,BU05,613000,Software,67153.8,Budget,Annual operating plan allocation
20220201,110101,BU05,613050,Cloud,49844.21,Budget,Annual operating plan allocation
20220201,110101,BU05,612000,External Labor,81435.57,Budget,Annual operating plan allocation
20220201,110101,BU05,614000,Professional Services,36843.31,Budget,Annual operating plan allocation
20220201,110101,BU05,612070,Hardware,22873.52,Budget,Annual operating plan allocation
20220201,110101,BU05,615000,Telecom,11609.72,Budget,Annual operating plan allocation
20220201,110101,BU05,616000,Training,3802.44,Budget,Annual operating plan allocation
20220201,110101,BU05,617000,Travel,2790.1,Budget,Annual operating plan allocation
20220201,110102,BU05,611000,Internal Labor,113637.63,Budget,Annual operating plan allocation
20220201,110102,BU05,613000,Software,39940.5,Budget,Annual operating plan allocation
20220201,110102,BU05,613050,Cloud,33440.31,Budget,Annual operating plan allocation
20220201,110102,BU05,612000,External Labor,52787.68,Budget,Annual operating plan allocation
20220201,110102,BU05,614000,Professional Services,23043.18,Budget,Annual operating plan allocation
20220201,110102,BU05,612070,Hardware,15369.32,Budget,Annual operating plan allocation
20220201,110102,BU05,615000,Telecom,8134.84,Budget,Annual operating plan allocation
20220201,110102,BU05,616000,Training,2438.23,Budget,Annual operating plan allocation
20220201,110102,BU05,617000,Travel,1598.97,Budget,Annual operating plan allocation
20220201,120201,BU06,611000,Internal Labor,94986.9,Budget,Annual operating plan allocation
20220201,120201,BU06,613000,Software,31320.22,Budget,Annual operating plan allocation
20220201,120201,BU06,613050,Cloud,23172.03,Budget,Annual operating plan allocation
20220201,120201,BU06,612000,External Labor,40448.15,Budget,Annual operating plan allocation
20220201,120201,BU06,614000,Professional Services,15303.98,Budget,Annual operating plan allocation
20220201,120201,BU06,612070,Hardware,11112.21,Budget,Annual operating plan allocation
20220201,120201,BU06,615000,Telecom,5879.09,Budget,Annual operating plan allocation
20220201,120201,BU06,616000,Training,1695.74,Budget,Annual operating plan allocation
20220201,120201,BU06,617000,Travel,1182.42,Budget,Annual operating plan allocation
20220301,104001,BU03,611000,Internal Labor,235569.57,Budget,Annual operating plan allocation
20220301,104001,BU03,613000,Software,81693.05,Budget,Annual operating plan allocation
20220301,104001,BU03,613050,Cloud,60934.89,Budget,Annual operating plan allocation
20220301,104001,BU03,612000,External Labor,91134.51,Budget,Annual operating plan allocation
20220301,104001,BU03,614000,Professional Services,42568.51,Budget,Annual operating plan allocation
20220301,104001,BU03,612070,Hardware,28877.42,Budget,Annual operating plan allocation
20220301,104001,BU03,615000,Telecom,14973.04,Budget,Annual operating plan allocation
20220301,104001,BU03,616000,Training,4584.64,Budget,Annual operating plan allocation
20220301,104001,BU03,617000,Travel,3520.02,Budget,Annual operating plan allocation
20220301,104002,BU03,611000,Internal Labor,202881.19,Budget,Annual operating plan allocation
20220301,104002,BU03,613000,Software,69918.6,Budget,Annual operating plan allocation
20220301,104002,BU03,613050,Cloud,50808.12,Budget,Annual operating plan allocation
20220301,104002,BU03,612000,External Labor,87593.45,Budget,Annual operating plan allocation
20220301,104002,BU03,614000,Professional Services,32990.72,Budget,Annual operating plan allocation
20220301,104002,BU03,612070,Hardware,23047.5,Budget,Annual operating plan allocation
20220301,104002,BU03,615000,Telecom,13300.89,Budget,Annual operating plan allocation
20220301,104002,BU03,616000,Training,3810.86,Budget,Annual operating plan allocation
20220301,104002,BU03,617000,Travel,2614.16,Budget,Annual operating plan allocation
20220301,104003,BU03,611000,Internal Labor,140100.82,Budget,Annual operating plan allocation
20220301,104003,BU03,613000,Software,43374.19,Budget,Annual operating plan allocation
20220301,104003,BU03,613050,Cloud,40534.33,Budget,Annual operating plan allocation
20220301,104003,BU03,612000,External Labor,58947.02,Budget,Annual operating plan allocation
20220301,104003,BU03,614000,Professional Services,26789.08,Budget,Annual operating plan allocation
20220301,104003,BU03,612070,Hardware,17543.17,Budget,Annual operating plan allocation
20220301,104003,BU03,615000,Telecom,9050.31,Budget,Annual operating plan allocation
20220301,104003,BU03,616000,Training,2763.7,Budget,Annual operating plan allocation
20220301,104003,BU03,617000,Travel,2026.63,Budget,Annual operating plan allocation
20220301,104005,BU03,611000,Internal Labor,79169.21,Budget,Annual operating plan allocation
20220301,104005,BU03,613000,Software,25033.76,Budget,Annual operating plan allocation
20220301,104005,BU03,613050,Cloud,21186.62,Budget,Annual operating plan allocation
20220301,104005,BU03,612000,External Labor,33061.23,Budget,Annual operating plan allocation
20220301,104005,BU03,614000,Professional Services,14179.48,Budget,Annual operating plan allocation
20220301,104005,BU03,612070,Hardware,9566.11,Budget,Annual operating plan allocation
20220301,104005,BU03,615000,Telecom,5403.67,Budget,Annual operating plan allocation
