date_key,cost_center_key,business_unit_key,vendor_key,gl_account_key,vendor_category,amount,contract_status,notes
20220201,120201,BU06,VEN016,613000,Software,61267.0,Active,Vendor monthly invoice spend
20220201,120201,BU06,VEN010,613000,Software,52283.0,Active,Vendor monthly invoice spend
20220201,120201,BU06,VEN009,612000,External Labor,67886.0,Renewal in 90 days,Vendor monthly invoice spend
20220201,120201,BU06,VEN004,613000,Software,49746.0,Renewal in 180 days,Vendor monthly invoice spend
20220201,120201,BU06,VEN002,613050,Cloud,75374.0,No renewal risk,Vendor monthly invoice spend
20220301,104001,BU03,VEN009,612000,External Labor,53309.0,Active,Vendor monthly invoice spend
20220301,104001,BU03,VEN012,613000,Software,52767.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104001,BU03,VEN004,613000,Software,30480.0,Active,Vendor monthly invoice spend
20220301,104001,BU03,VEN015,612070,Hardware,32004.0,No renewal risk,Vendor monthly invoice spend
20220301,104001,BU03,VEN018,612070,Hardware,37552.0,No renewal risk,Vendor monthly invoice spend
20220301,104002,BU03,VEN007,614000,Professional Services,69305.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104002,BU03,VEN010,613000,Software,69966.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104002,BU03,VEN003,613000,Software,32516.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104002,BU03,VEN002,613050,Cloud,68711.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104002,BU03,VEN013,613000,Software,62293.0,No renewal risk,Vendor monthly invoice spend
20220301,104003,BU03,VEN003,613000,Software,68905.0,No renewal risk,Vendor monthly invoice spend
20220301,104003,BU03,VEN008,614000,Professional Services,16310.0,Active,Vendor monthly invoice spend
20220301,104003,BU03,VEN007,614000,Professional Services,63704.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104003,BU03,VEN002,613050,Cloud,21887.0,Active,Vendor monthly invoice spend
20220301,104003,BU03,VEN012,613000,Software,34663.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104005,BU03,VEN015,612070,Hardware,72875.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104005,BU03,VEN003,613000,Software,59340.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104005,BU03,VEN008,614000,Professional Services,50194.0,Active,Vendor monthly invoice spend
20220301,104005,BU03,VEN006,612000,External Labor,18836.0,Active,Vendor monthly invoice spend
20220301,104005,BU03,VEN010,613000,Software,8330.0,No renewal risk,Vendor monthly invoice spend
20220301,104017,BU02,VEN007,614000,Professional Services,40096.0,No renewal risk,Vendor monthly invoice spend
20220301,104017,BU02,VEN004,613000,Software,18386.0,Active,Vendor monthly invoice spend
20220301,104017,BU02,VEN012,613000,Software,20662.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104017,BU02,VEN006,612000,External Labor,25726.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104017,BU02,VEN013,613000,Software,34973.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104018,BU06,VEN017,613000,Software,30317.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104018,BU06,VEN007,614000,Professional Services,66714.0,No renewal risk,Vendor monthly invoice spend
20220301,104018,BU06,VEN014,614000,Professional Services,77958.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104018,BU06,VEN016,613000,Software,65357.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104018,BU06,VEN018,612070,Hardware,20290.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104019,BU03,VEN016,613000,Software,13159.0,Active,Vendor monthly invoice spend
20220301,104019,BU03,VEN009,612000,External Labor,70650.0,Active,Vendor monthly invoice spend
20220301,104019,BU03,VEN014,614000,Professional Services,18693.0,Active,Vendor monthly invoice spend
20220301,104019,BU03,VEN012,613000,Software,12966.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104019,BU03,VEN002,613050,Cloud,79989.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104022,BU03,VEN010,613000,Software,28800.0,Active,Vendor monthly invoice spend
20220301,104022,BU03,VEN002,613050,Cloud,28523.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104022,BU03,VEN018,612070,Hardware,51064.0,Active,Vendor monthly invoice spend
20220301,104022,BU03,VEN015,612070,Hardware,38682.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104022,BU03,VEN009,612000,External Labor,58229.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104023,BU02,VEN002,613050,Cloud,76221.0,Active,Vendor monthly invoice spend
20220301,104023,BU02,VEN016,613000,Software,17285.0,Active,Vendor monthly invoice spend
20220301,104023,BU02,VEN005,613000,Software,35359.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104023,BU02,VEN001,613050,Cloud,63682.0,Active,Vendor monthly invoice spend
20220301,104023,BU02,VEN015,612070,Hardware,46822.0,Active,Vendor monthly invoice spend
20220301,104026,BU01,VEN005,613000,Software,33222.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104026,BU01,VEN002,613050,Cloud,20687.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104026,BU01,VEN017,613000,Software,8915.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104026,BU01,VEN008,614000,Professional Services,12958.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104026,BU01,VEN006,612000,External Labor,13714.0,No renewal risk,Vendor monthly invoice spend
20220301,104027,BU02,VEN003,613000,Software,60597.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104027,BU02,VEN012,613000,Software,12392.0,No renewal risk,Vendor monthly invoice spend
20220301,104027,BU02,VEN015,612070,Hardware,76356.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104027,BU02,VEN010,613000,Software,33321.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,104027,BU02,VEN009,612000,External Labor,57359.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104028,BU03,VEN001,613050,Cloud,64962.0,No renewal risk,Vendor monthly invoice spend
20220301,104028,BU03,VEN016,613000,Software,20692.0,Active,Vendor monthly invoice spend
20220301,104028,BU03,VEN005,613000,Software,45744.0,No renewal risk,Vendor monthly invoice spend
20220301,104028,BU03,VEN013,613000,Software,11050.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104028,BU03,VEN010,613000,Software,67378.0,No renewal risk,Vendor monthly invoice spend
20220301,104034,BU03,VEN013,613000,Software,64714.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104034,BU03,VEN002,613050,Cloud,18684.0,Active,Vendor monthly invoice spend
20220301,104034,BU03,VEN007,614000,Professional Services,66052.0,Active,Vendor monthly invoice spend
20220301,104034,BU03,VEN009,612000,External Labor,26439.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,104034,BU03,VEN018,612070,Hardware,70398.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,109003,BU04,VEN001,613050,Cloud,14692.0,No renewal risk,Vendor monthly invoice spend
20220301,109003,BU04,VEN018,612070,Hardware,49532.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,109003,BU04,VEN012,613000,Software,25317.0,Active,Vendor monthly invoice spend
20220301,109003,BU04,VEN008,614000,Professional Services,22699.0,Active,Vendor monthly invoice spend
20220301,109003,BU04,VEN013,613000,Software,26458.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,109004,BU04,VEN005,613000,Software,34460.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,109004,BU04,VEN010,613000,Software,34132.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,109004,BU04,VEN003,613000,Software,70766.0,No renewal risk,Vendor monthly invoice spend
20220301,109004,BU04,VEN011,613000,Software,28329.0,Active,Vendor monthly invoice spend
20220301,109004,BU04,VEN009,612000,External Labor,37268.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,110101,BU05,VEN006,612000,External Labor,19958.0,No renewal risk,Vendor monthly invoice spend
20220301,110101,BU05,VEN003,613000,Software,39479.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,110101,BU05,VEN001,613050,Cloud,22232.0,No renewal risk,Vendor monthly invoice spend
20220301,110101,BU05,VEN011,613000,Software,20205.0,No renewal risk,Vendor monthly invoice spend
20220301,110101,BU05,VEN010,613000,Software,21735.0,No renewal risk,Vendor monthly invoice spend
20220301,110102,BU05,VEN015,612070,Hardware,61197.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,110102,BU05,VEN013,613000,Software,18520.0,No renewal risk,Vendor monthly invoice spend
20220301,110102,BU05,VEN014,614000,Professional Services,59128.0,Active,Vendor monthly invoice spend
20220301,110102,BU05,VEN009,612000,External Labor,17697.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,110102,BU05,VEN002,613050,Cloud,30054.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,120201,BU06,VEN003,613000,Software,67498.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,120201,BU06,VEN014,614000,Professional Services,79664.0,No renewal risk,Vendor monthly invoice spend
20220301,120201,BU06,VEN002,613050,Cloud,18170.0,Renewal in 90 days,Vendor monthly invoice spend
20220301,120201,BU06,VEN006,612000,External Labor,53260.0,Renewal in 180 days,Vendor monthly invoice spend
20220301,120201,BU06,VEN004,613000,Software,20165.0,Renewal in 180 days,Vendor monthly invoice spend
20220401,104001,BU03,VEN014,614000,Professional Services,71642.0,Active,Vendor monthly invoice spend
20220401,104001,BU03,VEN004,613000,Software,76493.0,Active,Vendor monthly invoice spend
20220401,104001,BU03,VEN016,613000,Software,78014.0,Renewal in 90 days,Vendor monthly invoice spend
20220401,104001,BU03,VEN008,614000,Professional Services,64967.0,No renewal risk,Vendor monthly invoice spend
20220401,104001,BU03,VEN015,612070,Hardware,53489.0,Renewal in 90 days,Vendor monthly invoice spend
20220401,104002,BU03,VEN005,613000,Software,74358.0,Renewal in 90 days,Vendor monthly invoice spend
20220401,104002,BU03,VEN017,613000,Software,11827.0,Renewal in 90 days,Vendor monthly invoice spend
20220401,104002,BU03,VEN001,613050,Cloud,50376.0,Renewal in 180 days,Vendor monthly invoice spend
20220401,104002,BU03,VEN003,613000,Software,47866.0,Active,Vendor monthly invoice spend
20220401,104002,BU03,VEN013,613000,Software,38084.0,Renewal in 90 days,Vendor monthly invoice spend
20220401,104003,BU03,VEN006,612000,External Labor,60212.0,Active,Vendor monthly invoice spend
20220401,104003,BU03,VEN009,612000,External Labor,44042.0,Renewal in 90 days,Vendor monthly invoice spend
20220401,104003,BU03,VEN010,613000,Software,72431.0,Renewal in 180 days,Vendor monthly invoice spend
20220401,104003,BU03,VEN007,614000,Professional Services,45426.0,Renewal in 180 days,Vendor monthly invoice spend
