date_key,cost_center_key,business_unit_key,gl_account_key,gl_category,forecast_cycle,amount,notes
20220101,104002,BU03,613050,Cloud,3+9 Forecast,50087.52,Forecast model with updated business inputs
20220101,104002,BU03,613050,Cloud,6+6 Forecast,49991.6,Forecast model with updated business inputs
20220101,104002,BU03,613050,Cloud,9+3 Forecast,49414.77,Forecast model with updated business inputs
20220101,104002,BU03,613050,Cloud,Current Forecast,49772.49,Forecast model with updated business inputs
20220101,104002,BU03,612000,External Labor,3+9 Forecast,86852.98,Forecast model with updated business inputs
20220101,104002,BU03,612000,External Labor,6+6 Forecast,86090.37,Forecast model with updated business inputs
20220101,104002,BU03,612000,External Labor,9+3 Forecast,86161.52,Forecast model with updated business inputs
20220101,104002,BU03,612000,External Labor,Current Forecast,85745.08,Forecast model with updated business inputs
20220101,104002,BU03,614000,Professional Services,3+9 Forecast,34633.36,Forecast model with updated business inputs
20220101,104002,BU03,614000,Professional Services,6+6 Forecast,34292.4,Forecast model with updated business inputs
20220101,104002,BU03,614000,Professional Services,9+3 Forecast,33513.5,Forecast model with updated business inputs
20220101,104002,BU03,614000,Professional Services,Current Forecast,33103.08,Forecast model with updated business inputs
20220101,104002,BU03,612070,Hardware,3+9 Forecast,22461.94,Forecast model with updated business inputs
20220101,104002,BU03,612070,Hardware,6+6 Forecast,22142.5,Forecast model with updated business inputs
20220101,104002,BU03,612070,Hardware,9+3 Forecast,22261.61,Forecast model with updated business inputs
20220101,104002,BU03,612070,Hardware,Current Forecast,22429.68,Forecast model with updated business inputs
20220101,104002,BU03,615000,Telecom,3+9 Forecast,11789.86,Forecast model with updated business inputs
20220101,104002,BU03,615000,Telecom,6+6 Forecast,11604.04,Forecast model with updated business inputs
20220101,104002,BU03,615000,Telecom,9+3 Forecast,11511.89,Forecast model with updated business inputs
20220101,104002,BU03,615000,Telecom,Current Forecast,11345.84,Forecast model with updated business inputs
20220101,104002,BU03,616000,Training,3+9 Forecast,4038.26,Forecast model with updated business inputs
20220101,104002,BU03,616000,Training,6+6 Forecast,3936.47,Forecast model with updated business inputs
20220101,104002,BU03,616000,Training,9+3 Forecast,3887.13,Forecast model with updated business inputs
20220101,104002,BU03,616000,Training,Current Forecast,3891.37,Forecast model with updated business inputs
20220101,104002,BU03,617000,Travel,3+9 Forecast,2576.03,Forecast model with updated business inputs
20220101,104002,BU03,617000,Travel,6+6 Forecast,2499.75,Forecast model with updated business inputs
20220101,104002,BU03,617000,Travel,9+3 Forecast,2517.07,Forecast model with updated business inputs
20220101,104002,BU03,617000,Travel,Current Forecast,2445.93,Forecast model with updated business inputs
20220101,104003,BU03,611000,Internal Labor,3+9 Forecast,128290.65,Forecast model with updated business inputs
20220101,104003,BU03,611000,Internal Labor,6+6 Forecast,128385.36,Forecast model with updated business inputs
20220101,104003,BU03,611000,Internal Labor,9+3 Forecast,127008.12,Forecast model with updated business inputs
20220101,104003,BU03,611000,Internal Labor,Current Forecast,124533.46,Forecast model with updated business inputs
20220101,104003,BU03,613000,Software,3+9 Forecast,42701.92,Forecast model with updated business inputs
20220101,104003,BU03,613000,Software,6+6 Forecast,42889.5,Forecast model with updated business inputs
20220101,104003,BU03,613000,Software,9+3 Forecast,42499.92,Forecast model with updated business inputs
20220101,104003,BU03,613000,Software,Current Forecast,42423.01,Forecast model with updated business inputs
20220101,104003,BU03,613050,Cloud,3+9 Forecast,40390.54,Forecast model with updated business inputs
20220101,104003,BU03,613050,Cloud,6+6 Forecast,40841.04,Forecast model with updated business inputs
20220101,104003,BU03,613050,Cloud,9+3 Forecast,39232.46,Forecast model with updated business inputs
20220101,104003,BU03,613050,Cloud,Current Forecast,38892.34,Forecast model with updated business inputs
20220101,104003,BU03,612000,External Labor,3+9 Forecast,62284.97,Forecast model with updated business inputs
20220101,104003,BU03,612000,External Labor,6+6 Forecast,62864.27,Forecast model with updated business inputs
20220101,104003,BU03,612000,External Labor,9+3 Forecast,62456.83,Forecast model with updated business inputs
20220101,104003,BU03,612000,External Labor,Current Forecast,61871.4,Forecast model with updated business inputs
20220101,104003,BU03,614000,Professional Services,3+9 Forecast,25731.2,Forecast model with updated business inputs
20220101,104003,BU03,614000,Professional Services,6+6 Forecast,25226.7,Forecast model with updated business inputs
20220101,104003,BU03,614000,Professional Services,9+3 Forecast,24459.46,Forecast model with updated business inputs
20220101,104003,BU03,614000,Professional Services,Current Forecast,24581.38,Forecast model with updated business inputs
20220101,104003,BU03,612070,Hardware,3+9 Forecast,16669.62,Forecast model with updated business inputs
20220101,104003,BU03,612070,Hardware,6+6 Forecast,16295.32,Forecast model with updated business inputs
20220101,104003,BU03,612070,Hardware,9+3 Forecast,16419.27,Forecast model with updated business inputs
20220101,104003,BU03,612070,Hardware,Current Forecast,16451.96,Forecast model with updated business inputs
20220101,104003,BU03,615000,Telecom,3+9 Forecast,8108.35,Forecast model with updated business inputs
20220101,104003,BU03,615000,Telecom,6+6 Forecast,7967.16,Forecast model with updated business inputs
20220101,104003,BU03,615000,Telecom,9+3 Forecast,7985.61,Forecast model with updated business inputs
20220101,104003,BU03,615000,Telecom,Current Forecast,7771.48,Forecast model with updated business inputs
20220101,104003,BU03,616000,Training,3+9 Forecast,2673.29,Forecast model with updated business inputs
20220101,104003,BU03,616000,Training,6+6 Forecast,2622.72,Forecast model with updated business inputs
20220101,104003,BU03,616000,Training,9+3 Forecast,2557.54,Forecast model with updated business inputs
20220101,104003,BU03,616000,Training,Current Forecast,2534.83,Forecast model with updated business inputs
20220101,104003,BU03,617000,Travel,3+9 Forecast,1803.07,Forecast model with updated business inputs
20220101,104003,BU03,617000,Travel,6+6 Forecast,1760.56,Forecast model with updated business inputs
20220101,104003,BU03,617000,Travel,9+3 Forecast,1793.75,Forecast model with updated business inputs
20220101,104003,BU03,617000,Travel,Current Forecast,1744.33,Forecast model with updated business inputs
20220101,104005,BU03,611000,Internal Labor,3+9 Forecast,84849.12,Forecast model with updated business inputs
20220101,104005,BU03,611000,Internal Labor,6+6 Forecast,83327.7,Forecast model with updated business inputs
20220101,104005,BU03,611000,Internal Labor,9+3 Forecast,83048.14,Forecast model with updated business inputs
20220101,104005,BU03,611000,Internal Labor,Current Forecast,82926.13,Forecast model with updated business inputs
20220101,104005,BU03,613000,Software,3+9 Forecast,27601.09,Forecast model with updated business inputs
20220101,104005,BU03,613000,Software,6+6 Forecast,27294.84,Forecast model with updated business inputs
20220101,104005,BU03,613000,Software,9+3 Forecast,27682.01,Forecast model with updated business inputs
20220101,104005,BU03,613000,Software,Current Forecast,27030.3,Forecast model with updated business inputs
20220101,104005,BU03,613050,Cloud,3+9 Forecast,22672.74,Forecast model with updated business inputs
20220101,104005,BU03,613050,Cloud,6+6 Forecast,21996.86,Forecast model with updated business inputs
20220101,104005,BU03,613050,Cloud,9+3 Forecast,22316.28,Forecast model with updated business inputs
20220101,104005,BU03,613050,Cloud,Current Forecast,21973.88,Forecast model with updated business inputs
20220101,104005,BU03,612000,External Labor,3+9 Forecast,32109.92,Forecast model with updated business inputs
20220101,104005,BU03,612000,External Labor,6+6 Forecast,30963.64,Forecast model with updated business inputs
20220101,104005,BU03,612000,External Labor,9+3 Forecast,30413.03,Forecast model with updated business inputs
20220101,104005,BU03,612000,External Labor,Current Forecast,30684.97,Forecast model with updated business inputs
20220101,104005,BU03,614000,Professional Services,3+9 Forecast,13795.64,Forecast model with updated business inputs
20220101,104005,BU03,614000,Professional Services,6+6 Forecast,13422.22,Forecast model with updated business inputs
20220101,104005,BU03,614000,Professional Services,9+3 Forecast,13362.29,Forecast model with updated business inputs
20220101,104005,BU03,614000,Professional Services,Current Forecast,13140.64,Forecast model with updated business inputs
20220101,104005,BU03,612070,Hardware,3+9 Forecast,8701.79,Forecast model with updated business inputs
20220101,104005,BU03,612070,Hardware,6+6 Forecast,8603.67,Forecast model with updated business inputs
20220101,104005,BU03,612070,Hardware,9+3 Forecast,8756.15,Forecast model with updated business inputs
20220101,104005,BU03,612070,Hardware,Current Forecast,8476.73,Forecast model with updated business inputs
20220101,104005,BU03,615000,Telecom,3+9 Forecast,5080.6,Forecast model with updated business inputs
20220101,104005,BU03,615000,Telecom,6+6 Forecast,4981.44,Forecast model with updated business inputs
20220101,104005,BU03,615000,Telecom,9+3 Forecast,4841.32,Forecast model with updated business inputs
20220101,104005,BU03,615000,Telecom,Current Forecast,4744.37,Forecast model with updated business inputs
20220101,104005,BU03,616000,Training,3+9 Forecast,1525.35,Forecast model with updated business inputs
20220101,104005,BU03,616000,Training,6+6 Forecast,1481.84,Forecast model with updated business inputs
20220101,104005,BU03,616000,Training,9+3 Forecast,1475.24,Forecast model with updated business inputs
20220101,104005,BU03,616000,Training,Current Forecast,1474.47,Forecast model with updated business inputs
20220101,104005,BU03,617000,Travel,3+9 Forecast,1112.81,Forecast model with updated business inputs
20220101,104005,BU03,617000,Travel,6+6 Forecast,1104.97,Forecast model with updated business inputs
20220101,104005,BU03,617000,Travel,9+3 Forecast,1087.8,Forecast model with updated business inputs
20220101,104005,BU03,617000,Travel,Current Forecast,1068.23,Forecast model with updated business inputs
20220101,104017,BU02,611000,Internal Labor,3+9 Forecast,126066.37,Forecast model with updated business inputs
20220101,104017,BU02,611000,Internal Labor,6+6 Forecast,121600.76,Forecast model with updated business inputs
20220101,104017,BU02,611000,Internal Labor,9+3 Forecast,121879.15,Forecast model with updated business inputs
20220101,104017,BU02,611000,Internal Labor,Current Forecast,121776.25,Forecast model with updated business inputs
20220101,104017,BU02,613000,Software,3+9 Forecast,40437.72,Forecast model with updated business inputs
20220101,104017,BU02,613000,Software,6+6 Forecast,39055.52,Forecast model with updated business inputs
20220101,104017,BU02,613000,Software,9+3 Forecast,38864.3,Forecast model with updated business inputs
20220101,104017,BU02,613000,Software,Current Forecast,37852.88,Forecast model with updated business inputs
20220101,104017,BU02,613050,Cloud,3+9 Forecast,35667.07,Forecast model with updated business inputs
20220101,104017,BU02,613050,Cloud,6+6 Forecast,36370.18,Forecast model with updated business inputs
20220101,104017,BU02,613050,Cloud,9+3 Forecast,35153.39,Forecast model with updated business inputs
20220101,104017,BU02,613050,Cloud,Current Forecast,34960.17,Forecast model with updated business inputs
20220101,104017,BU02,612000,External Labor,3+9 Forecast,58142.27,Forecast model with updated business inputs
20220101,104017,BU02,612000,External Labor,6+6 Forecast,57371.84,Forecast model with updated business inputs
20220101,104017,BU02,612000,External Labor,9+3 Forecast,58038.24,Forecast model with updated business inputs
20220101,104017,BU02,612000,External Labor,Current Forecast,57050.79,Forecast model with updated business inputs
20220101,104017,BU02,614000,Professional Services,3+9 Forecast,24098.76,Forecast model with updated business inputs
20220101,104017,BU02,614000,Professional Services,6+6 Forecast,24089.13,Forecast model with updated business inputs
20220101,104017,BU02,614000,Professional Services,9+3 Forecast,23155.86,Forecast model with updated business inputs
20220101,104017,BU02,614000,Professional Services,Current Forecast,23037.92,Forecast model with updated business inputs
20220101,104017,BU02,612070,Hardware,3+9 Forecast,15088.66,Forecast model with updated business inputs
20220101,104017,BU02,612070,Hardware,6+6 Forecast,14686.5,Forecast model with updated business inputs
20220101,104017,BU02,612070,Hardware,9+3 Forecast,14455.81,Forecast model with updated business inputs
20220101,104017,BU02,612070,Hardware,Current Forecast,14299.23,Forecast model with updated business inputs
20220101,104017,BU02,615000,Telecom,3+9 Forecast,8835.09,Forecast model with updated business inputs
20220101,104017,BU02,615000,Telecom,6+6 Forecast,8680.39,Forecast model with updated business inputs
20220101,104017,BU02,615000,Telecom,9+3 Forecast,8672.43,Forecast model with updated business inputs
20220101,104017,BU02,615000,Telecom,Current Forecast,8653.77,Forecast model with updated business inputs
20220101,104017,BU02,616000,Training,3+9 Forecast,2550.13,Forecast model with updated business inputs
20220101,104017,BU02,616000,Training,6+6 Forecast,2576.38,Forecast model with updated business inputs
20220101,104017,BU02,616000,Training,9+3 Forecast,2553.44,Forecast model with updated business inputs
20220101,104017,BU02,616000,Training,Current Forecast,2470.17,Forecast model with updated business inputs
20220101,104017,BU02,617000,Travel,3+9 Forecast,1709.32,Forecast model with updated business inputs
20220101,104017,BU02,617000,Travel,6+6 Forecast,1722.75,Forecast model with updated business inputs
20220101,104017,BU02,617000,Travel,9+3 Forecast,1671.3,Forecast model with updated business inputs
20220101,104017,BU02,617000,Travel,Current Forecast,1719.66,Forecast model with updated business inputs
20220101,104018,BU06,611000,Internal Labor,3+9 Forecast,118333.71,Forecast model with updated business inputs
20220101,104018,BU06,611000,Internal Labor,6+6 Forecast,120851.96,Forecast model with updated business inputs
20220101,104018,BU06,611000,Internal Labor,9+3 Forecast,119063.32,Forecast model with updated business inputs
20220101,104018,BU06,611000,Internal Labor,Current Forecast,117383.02,Forecast model with updated business inputs
20220101,104018,BU06,613000,Software,3+9 Forecast,42594.7,Forecast model with updated business inputs
20220101,104018,BU06,613000,Software,6+6 Forecast,42767.81,Forecast model with updated business inputs
20220101,104018,BU06,613000,Software,9+3 Forecast,41752.68,Forecast model with updated business inputs
20220101,104018,BU06,613000,Software,Current Forecast,41238.17,Forecast model with updated business inputs
20220101,104018,BU06,613050,Cloud,3+9 Forecast,34602.97,Forecast model with updated business inputs
20220101,104018,BU06,613050,Cloud,6+6 Forecast,34821.14,Forecast model with updated business inputs
20220101,104018,BU06,613050,Cloud,9+3 Forecast,34555.75,Forecast model with updated business inputs
20220101,104018,BU06,613050,Cloud,Current Forecast,33254.02,Forecast model with updated business inputs
20220101,104018,BU06,612000,External Labor,3+9 Forecast,61962.92,Forecast model with updated business inputs
20220101,104018,BU06,612000,External Labor,6+6 Forecast,59614.89,Forecast model with updated business inputs
20220101,104018,BU06,612000,External Labor,9+3 Forecast,59653.18,Forecast model with updated business inputs
20220101,104018,BU06,612000,External Labor,Current Forecast,59569.86,Forecast model with updated business inputs
20220101,104018,BU06,614000,Professional Services,3+9 Forecast,23828.24,Forecast model with updated business inputs
20220101,104018,BU06,614000,Professional Services,6+6 Forecast,23831.42,Forecast model with updated business inputs
20220101,104018,BU06,614000,Professional Services,9+3 Forecast,23299.58,Forecast model with updated business inputs
20220101,104018,BU06,614000,Professional Services,Current Forecast,23408.04,Forecast model with updated business inputs
20220101,104018,BU06,612070,Hardware,3+9 Forecast,14673.29,Forecast model with updated business inputs
20220101,104018,BU06,612070,Hardware,6+6 Forecast,14851.19,Forecast model with updated business inputs
20220101,104018,BU06,612070,Hardware,9+3 Forecast,14775.4,Forecast model with updated business inputs
20220101,104018,BU06,612070,Hardware,Current Forecast,14733.54,Forecast model with updated business inputs
20220101,104018,BU06,615000,Telecom,3+9 Forecast,9049.95,Forecast model with updated business inputs
20220101,104018,BU06,615000,Telecom,6+6 Forecast,8583.1,Forecast model with updated business inputs
20220101,104018,BU06,615000,Telecom,9+3 Forecast,8820.35,Forecast model with updated business inputs
20220101,104018,BU06,615000,Telecom,Current Forecast,8583.11,Forecast model with updated business inputs
20220101,104018,BU06,616000,Training,3+9 Forecast,2426.7,Forecast model with updated business inputs
20220101,104018,BU06,616000,Training,6+6 Forecast,2387.52,Forecast model with updated business inputs
20220101,104018,BU06,616000,Training,9+3 Forecast,2407.76,Forecast model with updated business inputs
20220101,104018,BU06,616000,Training,Current Forecast,2408.83,Forecast model with updated business inputs
20220101,104018,BU06,617000,Travel,3+9 Forecast,1675.46,Forecast model with updated business inputs
20220101,104018,BU06,617000,Travel,6+6 Forecast,1695.49,Forecast model with updated business inputs
20220101,104018,BU06,617000,Travel,9+3 Forecast,1628.6,Forecast model with updated business inputs
20220101,104018,BU06,617000,Travel,Current Forecast,1670.6,Forecast model with updated business inputs
20220101,104019,BU03,611000,Internal Labor,3+9 Forecast,155462.28,Forecast model with updated business inputs
20220101,104019,BU03,611000,Internal Labor,6+6 Forecast,151954.03,Forecast model with updated business inputs
20220101,104019,BU03,611000,Internal Labor,9+3 Forecast,153424.47,Forecast model with updated business inputs
20220101,104019,BU03,611000,Internal Labor,Current Forecast,153516.68,Forecast model with updated business inputs
20220101,104019,BU03,613000,Software,3+9 Forecast,54688.14,Forecast model with updated business inputs
20220101,104019,BU03,613000,Software,6+6 Forecast,54267.74,Forecast model with updated business inputs
20220101,104019,BU03,613000,Software,9+3 Forecast,53632.78,Forecast model with updated business inputs
20220101,104019,BU03,613000,Software,Current Forecast,53685.76,Forecast model with updated business inputs
20220101,104019,BU03,613050,Cloud,3+9 Forecast,42290.36,Forecast model with updated business inputs
20220101,104019,BU03,613050,Cloud,6+6 Forecast,41856.55,Forecast model with updated business inputs
20220101,104019,BU03,613050,Cloud,9+3 Forecast,41222.55,Forecast model with updated business inputs
20220101,104019,BU03,613050,Cloud,Current Forecast,40811.45,Forecast model with updated business inputs
20220101,104019,BU03,612000,External Labor,3+9 Forecast,60497.13,Forecast model with updated business inputs
20220101,104019,BU03,612000,External Labor,6+6 Forecast,59261.98,Forecast model with updated business inputs
20220101,104019,BU03,612000,External Labor,9+3 Forecast,59047.42,Forecast model with updated business inputs
20220101,104019,BU03,612000,External Labor,Current Forecast,58357.35,Forecast model with updated business inputs
20220101,104019,BU03,614000,Professional Services,3+9 Forecast,28894.4,Forecast model with updated business inputs
20220101,104019,BU03,614000,Professional Services,6+6 Forecast,27457.62,Forecast model with updated business inputs
20220101,104019,BU03,614000,Professional Services,9+3 Forecast,28026.59,Forecast model with updated business inputs
20220101,104019,BU03,614000,Professional Services,Current Forecast,27186.38,Forecast model with updated business inputs
20220101,104019,BU03,612070,Hardware,3+9 Forecast,16975.83,Forecast model with updated business inputs
20220101,104019,BU03,612070,Hardware,6+6 Forecast,16705.1,Forecast model with updated business inputs
20220101,104019,BU03,612070,Hardware,9+3 Forecast,16285.23,Forecast model with updated business inputs
20220101,104019,BU03,612070,Hardware,Current Forecast,16475.82,Forecast model with updated business inputs
20220101,104019,BU03,615000,Telecom,3+9 Forecast,9992.89,Forecast model with updated business inputs
20220101,104019,BU03,615000,Telecom,6+6 Forecast,9670.31,Forecast model with updated business inputs
20220101,104019,BU03,615000,Telecom,9+3 Forecast,9648.32,Forecast model with updated business inputs
20220101,104019,BU03,615000,Telecom,Current Forecast,9685.72,Forecast model with updated business inputs
20220101,104019,BU03,616000,Training,3+9 Forecast,3167.92,Forecast model with updated business inputs
20220101,104019,BU03,616000,Training,6+6 Forecast,3172.88,Forecast model with updated business inputs
20220101,104019,BU03,616000,Training,9+3 Forecast,3112.58,Forecast model with updated business inputs
20220101,104019,BU03,616000,Training,Current Forecast,3168.33,Forecast model with updated business inputs
20220101,104019,BU03,617000,Travel,3+9 Forecast,2175.21,Forecast model with updated business inputs
20220101,104019,BU03,617000,Travel,6+6 Forecast,2188.85,Forecast model with updated business inputs
20220101,104019,BU03,617000,Travel,9+3 Forecast,2180.77,Forecast model with updated business inputs
20220101,104019,BU03,617000,Travel,Current Forecast,2167.84,Forecast model with updated business inputs
20220101,104022,BU03,611000,Internal Labor,3+9 Forecast,170129.86,Forecast model with updated business inputs
20220101,104022,BU03,611000,Internal Labor,6+6 Forecast,171091.55,Forecast model with updated business inputs
20220101,104022,BU03,611000,Internal Labor,9+3 Forecast,165758.33,Forecast model with updated business inputs
20220101,104022,BU03,611000,Internal Labor,Current Forecast,168254.6,Forecast model with updated business inputs
20220101,104022,BU03,613000,Software,3+9 Forecast,61541.48,Forecast model with updated business inputs
20220101,104022,BU03,613000,Software,6+6 Forecast,60553.62,Forecast model with updated business inputs
20220101,104022,BU03,613000,Software,9+3 Forecast,59422.52,Forecast model with updated business inputs
20220101,104022,BU03,613000,Software,Current Forecast,60328.69,Forecast model with updated business inputs
20220101,104022,BU03,613050,Cloud,3+9 Forecast,43803.36,Forecast model with updated business inputs
20220101,104022,BU03,613050,Cloud,6+6 Forecast,44343.36,Forecast model with updated business inputs
20220101,104022,BU03,613050,Cloud,9+3 Forecast,43548.34,Forecast model with updated business inputs
20220101,104022,BU03,613050,Cloud,Current Forecast,44015.31,Forecast model with updated business inputs
20220101,104022,BU03,612000,External Labor,3+9 Forecast,82124.02,Forecast model with updated business inputs
20220101,104022,BU03,612000,External Labor,6+6 Forecast,80790.07,Forecast model with updated business inputs
20220101,104022,BU03,612000,External Labor,9+3 Forecast,80331.14,Forecast model with updated business inputs
20220101,104022,BU03,612000,External Labor,Current Forecast,78529.5,Forecast model with updated business inputs
20220101,104022,BU03,614000,Professional Services,3+9 Forecast,29678.1,Forecast model with updated business inputs
20220101,104022,BU03,614000,Professional Services,6+6 Forecast,29464.63,Forecast model with updated business inputs
20220101,104022,BU03,614000,Professional Services,9+3 Forecast,28768.83,Forecast model with updated business inputs
20220101,104022,BU03,614000,Professional Services,Current Forecast,29128.15,Forecast model with updated business inputs
20220101,104022,BU03,612070,Hardware,3+9 Forecast,19836.94,Forecast model with updated business inputs
20220101,104022,BU03,612070,Hardware,6+6 Forecast,19181.81,Forecast model with updated business inputs
20220101,104022,BU03,612070,Hardware,9+3 Forecast,18791.56,Forecast model with updated business inputs
20220101,104022,BU03,612070,Hardware,Current Forecast,19032.57,Forecast model with updated business inputs
20220101,104022,BU03,615000,Telecom,3+9 Forecast,9924.27,Forecast model with updated business inputs
20220101,104022,BU03,615000,Telecom,6+6 Forecast,9842.9,Forecast model with updated business inputs
20220101,104022,BU03,615000,Telecom,9+3 Forecast,9580.5,Forecast model with updated business inputs
20220101,104022,BU03,615000,Telecom,Current Forecast,9793.27,Forecast model with updated business inputs
20220101,104022,BU03,616000,Training,3+9 Forecast,3733.01,Forecast model with updated business inputs
20220101,104022,BU03,616000,Training,6+6 Forecast,3640.14,Forecast model with updated business inputs
20220101,104022,BU03,616000,Training,9+3 Forecast,3611.39,Forecast model with updated business inputs
20220101,104022,BU03,616000,Training,Current Forecast,3589.05,Forecast model with updated business inputs
20220101,104022,BU03,617000,Travel,3+9 Forecast,2438.34,Forecast model with updated business inputs
20220101,104022,BU03,617000,Travel,6+6 Forecast,2435.19,Forecast model with updated business inputs
20220101,104022,BU03,617000,Travel,9+3 Forecast,2351.89,Forecast model with updated business inputs
20220101,104022,BU03,617000,Travel,Current Forecast,2390.42,Forecast model with updated business inputs
20220101,104023,BU02,611000,Internal Labor,3+9 Forecast,181468.6,Forecast model with updated business inputs
20220101,104023,BU02,611000,Internal Labor,6+6 Forecast,174743.59,Forecast model with updated business inputs
20220101,104023,BU02,611000,Internal Labor,9+3 Forecast,172401.31,Forecast model with updated business inputs
20220101,104023,BU02,611000,Internal Labor,Current Forecast,176370.47,Forecast model with updated business inputs
20220101,104023,BU02,613000,Software,3+9 Forecast,63220.92,Forecast model with updated business inputs
20220101,104023,BU02,613000,Software,6+6 Forecast,60726.09,Forecast model with updated business inputs
20220101,104023,BU02,613000,Software,9+3 Forecast,59470.9,Forecast model with updated business inputs
20220101,104023,BU02,613000,Software,Current Forecast,60144.99,Forecast model with updated business inputs
20220101,104023,BU02,613050,Cloud,3+9 Forecast,45735.94,Forecast model with updated business inputs
20220101,104023,BU02,613050,Cloud,6+6 Forecast,44806.95,Forecast model with updated business inputs
20220101,104023,BU02,613050,Cloud,9+3 Forecast,44530.19,Forecast model with updated business inputs
20220101,104023,BU02,613050,Cloud,Current Forecast,44085.91,Forecast model with updated business inputs
20220101,104023,BU02,612000,External Labor,3+9 Forecast,80037.11,Forecast model with updated business inputs
20220101,104023,BU02,612000,External Labor,6+6 Forecast,77119.09,Forecast model with updated business inputs
20220101,104023,BU02,612000,External Labor,9+3 Forecast,76228.07,Forecast model with updated business inputs
20220101,104023,BU02,612000,External Labor,Current Forecast,74871.22,Forecast model with updated business inputs
20220101,104023,BU02,614000,Professional Services,3+9 Forecast,33368.61,Forecast model with updated business inputs
20220101,104023,BU02,614000,Professional Services,6+6 Forecast,31713.52,Forecast model with updated business inputs
20220101,104023,BU02,614000,Professional Services,9+3 Forecast,31815.12,Forecast model with updated business inputs
