transaction_id,date_key,transaction_date,cost_center_key,business_unit_key,gl_account_key,vendor_key,project_key,scenario,amount,notes
TXN0000030,20220101,2022-01-01,104005,BU03,613050,,,Actual,22694.76,Normal monthly spend
TXN0000031,20220101,2022-01-01,104005,BU03,612000,,,Actual,31098.12,Normal monthly spend
TXN0000032,20220101,2022-01-01,104005,BU03,614000,,,Actual,13849.67,Normal monthly spend
TXN0000033,20220101,2022-01-01,104005,BU03,612070,,,Actual,7526.2,Normal monthly spend
TXN0000034,20220101,2022-01-01,104005,BU03,615000,,,Actual,5018.97,Normal monthly spend
TXN0000035,20220101,2022-01-01,104005,BU03,616000,,,Actual,1390.86,Normal monthly spend
TXN0000036,20220101,2022-01-01,104005,BU03,617000,,,Actual,1146.13,Normal monthly spend
TXN0000037,20220101,2022-01-01,104017,BU02,611000,,,Actual,127314.18,Normal monthly spend
TXN0000038,20220101,2022-01-01,104017,BU02,613000,,,Actual,34280.22,Normal monthly spend
TXN0000039,20220101,2022-01-01,104017,BU02,613050,,,Actual,40056.69,Normal monthly spend
TXN0000040,20220101,2022-01-01,104017,BU02,612000,,,Actual,58506.34,Normal monthly spend
TXN0000041,20220101,2022-01-01,104017,BU02,614000,,,Actual,22262.53,Normal monthly spend
TXN0000042,20220101,2022-01-01,104017,BU02,612070,,,Actual,14341.82,Normal monthly spend
TXN0000043,20220101,2022-01-01,104017,BU02,615000,,,Actual,7519.6,Normal monthly spend
TXN0000044,20220101,2022-01-01,104017,BU02,616000,,,Actual,2484.72,Normal monthly spend
TXN0000045,20220101,2022-01-01,104017,BU02,617000,,,Actual,1471.2,Normal monthly spend
TXN0000046,20220101,2022-01-01,104018,BU06,611000,,,Actual,120186.9,Normal monthly spend
TXN0000047,20220101,2022-01-01,104018,BU06,613000,,,Actual,36908.63,Normal monthly spend
TXN0000048,20220101,2022-01-01,104018,BU06,613050,,,Actual,36584.82,Normal monthly spend
TXN0000049,20220101,2022-01-01,104018,BU06,612000,,,Actual,55774.39,Normal monthly spend
TXN0000050,20220101,2022-01-01,104018,BU06,614000,,,Actual,21329.34,Normal monthly spend
TXN0000051,20220101,2022-01-01,104018,BU06,612070,,,Actual,15081.19,Normal monthly spend
TXN0000052,20220101,2022-01-01,104018,BU06,615000,,,Actual,7615.79,Normal monthly spend
TXN0000053,20220101,2022-01-01,104018,BU06,616000,,,Actual,2405.4,Normal monthly spend
TXN0000054,20220101,2022-01-01,104018,BU06,617000,,,Actual,1493.78,Normal monthly spend
TXN0000055,20220101,2022-01-01,104019,BU03,611000,,,Actual,132463.97,Normal monthly spend
TXN0000056,20220101,2022-01-01,104019,BU03,613000,,,Actual,49330.99,Normal monthly spend
TXN0000057,20220101,2022-01-01,104019,BU03,613050,,,Actual,40589.15,Normal monthly spend
TXN0000058,20220101,2022-01-01,104019,BU03,612000,,,Actual,64844.02,Normal monthly spend
TXN0000059,20220101,2022-01-01,104019,BU03,614000,,,Actual,26312.28,Normal monthly spend
TXN0000060,20220101,2022-01-01,104019,BU03,612070,,,Actual,19436.96,Normal monthly spend
TXN0000061,20220101,2022-01-01,104019,BU03,615000,,,Actual,8357.49,Normal monthly spend
TXN0000062,20220101,2022-01-01,104019,BU03,616000,,,Actual,3072.88,Normal monthly spend
TXN0000063,20220101,2022-01-01,104019,BU03,617000,,,Actual,2516.12,Normal monthly spend
TXN0000064,20220101,2022-01-01,104022,BU03,611000,,,Actual,153755.9,Normal monthly spend
TXN0000065,20220101,2022-01-01,104022,BU03,613000,,,Actual,55086.74,Normal monthly spend
TXN0000066,20220101,2022-01-01,104022,BU03,613050,,,Actual,50095.33,Normal monthly spend
TXN0000067,20220101,2022-01-01,104022,BU03,612000,,,Actual,77802.34,Normal monthly spend
TXN0000068,20220101,2022-01-01,104022,BU03,614000,,,Actual,33665.07,Normal monthly spend
TXN0000069,20220101,2022-01-01,104022,BU03,612070,,,Actual,16903.74,Normal monthly spend
TXN0000070,20220101,2022-01-01,104022,BU03,615000,,,Actual,10273.0,Normal monthly spend
TXN0000071,20220101,2022-01-01,104022,BU03,616000,,,Actual,3506.92,Normal monthly spend
TXN0000072,20220101,2022-01-01,104022,BU03,617000,,,Actual,2150.55,Normal monthly spend
TXN0000073,20220101,2022-01-01,104023,BU02,611000,,,Actual,180142.98,Normal monthly spend
TXN0000074,20220101,2022-01-01,104023,BU02,613000,,,Actual,55709.94,Normal monthly spend
TXN0000075,20220101,2022-01-01,104023,BU02,613050,,,Actual,44263.98,Normal monthly spend
TXN0000076,20220101,2022-01-01,104023,BU02,612000,,,Actual,67398.85,Normal monthly spend
TXN0000077,20220101,2022-01-01,104023,BU02,614000,,,Actual,30691.13,Normal monthly spend
TXN0000078,20220101,2022-01-01,104023,BU02,612070,,,Actual,21060.95,Normal monthly spend
TXN0000079,20220101,2022-01-01,104023,BU02,615000,,,Actual,12712.35,Normal monthly spend
TXN0000080,20220101,2022-01-01,104023,BU02,616000,,,Actual,3254.28,Normal monthly spend
TXN0000081,20220101,2022-01-01,104023,BU02,617000,,,Actual,2054.13,Normal monthly spend
TXN0000082,20220101,2022-01-01,104026,BU01,611000,,,Actual,171005.68,Normal monthly spend
TXN0000083,20220101,2022-01-01,104026,BU01,613000,,,Actual,59201.24,Normal monthly spend
TXN0000084,20220101,2022-01-01,104026,BU01,613050,,,Actual,43520.24,Normal monthly spend
TXN0000085,20220101,2022-01-01,104026,BU01,612000,,,Actual,95295.26,Normal monthly spend
TXN0000086,20220101,2022-01-01,104026,BU01,614000,,,Actual,31065.73,Normal monthly spend
TXN0000087,20220101,2022-01-01,104026,BU01,612070,,,Actual,22977.87,Normal monthly spend
TXN0000088,20220101,2022-01-01,104026,BU01,615000,,,Actual,12703.53,Normal monthly spend
TXN0000089,20220101,2022-01-01,104026,BU01,616000,,,Actual,3167.98,Normal monthly spend
TXN0000090,20220101,2022-01-01,104026,BU01,617000,,,Actual,2457.66,Normal monthly spend
TXN0000091,20220101,2022-01-01,104027,BU02,611000,,,Actual,224723.64,Normal monthly spend
TXN0000092,20220101,2022-01-01,104027,BU02,613000,,,Actual,84473.74,Normal monthly spend
TXN0000093,20220101,2022-01-01,104027,BU02,613050,,,Actual,65709.84,Normal monthly spend
TXN0000094,20220101,2022-01-01,104027,BU02,612000,,,Actual,100531.88,Normal monthly spend
TXN0000095,20220101,2022-01-01,104027,BU02,614000,,,Actual,38756.0,Normal monthly spend
TXN0000096,20220101,2022-01-01,104027,BU02,612070,,,Actual,24865.64,Normal monthly spend
TXN0000097,20220101,2022-01-01,104027,BU02,615000,,,Actual,17345.53,Normal monthly spend
TXN0000098,20220101,2022-01-01,104027,BU02,616000,,,Actual,5441.68,Normal monthly spend
TXN0000099,20220101,2022-01-01,104027,BU02,617000,,,Actual,3203.53,Normal monthly spend
TXN0000100,20220101,2022-01-01,104028,BU03,611000,,,Actual,230984.1,Normal monthly spend
TXN0000101,20220101,2022-01-01,104028,BU03,613000,,,Actual,65038.47,Normal monthly spend
TXN0000102,20220101,2022-01-01,104028,BU03,613050,,,Actual,52567.13,Normal monthly spend
TXN0000103,20220101,2022-01-01,104028,BU03,612000,,,Actual,89841.68,Normal monthly spend
TXN0000104,20220101,2022-01-01,104028,BU03,614000,,,Actual,30187.81,Normal monthly spend
TXN0000105,20220101,2022-01-01,104028,BU03,612070,,,Actual,27803.75,Normal monthly spend
TXN0000106,20220101,2022-01-01,104028,BU03,615000,,,Actual,10247.1,Normal monthly spend
TXN0000107,20220101,2022-01-01,104028,BU03,616000,,,Actual,4288.72,Normal monthly spend
TXN0000108,20220101,2022-01-01,104028,BU03,617000,,,Actual,2952.2,Normal monthly spend
TXN0000109,20220101,2022-01-01,104034,BU03,611000,,,Actual,105650.25,Normal monthly spend
TXN0000110,20220101,2022-01-01,104034,BU03,613000,,,Actual,47024.96,Normal monthly spend
TXN0000111,20220101,2022-01-01,104034,BU03,613050,,,Actual,36098.75,Normal monthly spend
TXN0000112,20220101,2022-01-01,104034,BU03,612000,,,Actual,58421.06,Normal monthly spend
TXN0000113,20220101,2022-01-01,104034,BU03,614000,,,Actual,20316.36,Normal monthly spend
TXN0000114,20220101,2022-01-01,104034,BU03,612070,,,Actual,17571.87,Normal monthly spend
TXN0000115,20220101,2022-01-01,104034,BU03,615000,,,Actual,7405.02,Normal monthly spend
TXN0000116,20220101,2022-01-01,104034,BU03,616000,,,Actual,2060.99,Normal monthly spend
TXN0000117,20220101,2022-01-01,104034,BU03,617000,,,Actual,1539.83,Normal monthly spend
TXN0000118,20220101,2022-01-01,109003,BU04,611000,,,Actual,187628.6,Normal monthly spend
TXN0000119,20220101,2022-01-01,109003,BU04,613000,,,Actual,64071.33,Normal monthly spend
TXN0000120,20220101,2022-01-01,109003,BU04,613050,,,Actual,50162.91,Normal monthly spend
TXN0000121,20220101,2022-01-01,109003,BU04,612000,,,Actual,76189.43,Normal monthly spend
TXN0000122,20220101,2022-01-01,109003,BU04,614000,,,Actual,31582.71,Normal monthly spend
TXN0000123,20220101,2022-01-01,109003,BU04,612070,,,Actual,21491.06,Normal monthly spend
TXN0000124,20220101,2022-01-01,109003,BU04,615000,,,Actual,11399.93,Normal monthly spend
TXN0000125,20220101,2022-01-01,109003,BU04,616000,,,Actual,4024.51,Normal monthly spend
TXN0000126,20220101,2022-01-01,109003,BU04,617000,,,Actual,2768.88,Normal monthly spend
TXN0000127,20220101,2022-01-01,109004,BU04,611000,,,Actual,206608.74,Normal monthly spend
TXN0000128,20220101,2022-01-01,109004,BU04,613000,,,Actual,81167.92,Normal monthly spend
TXN0000129,20220101,2022-01-01,109004,BU04,613050,,,Actual,57036.39,Normal monthly spend
TXN0000130,20220101,2022-01-01,109004,BU04,612000,,,Actual,93610.48,Normal monthly spend
TXN0000131,20220101,2022-01-01,109004,BU04,614000,,,Actual,44312.96,Normal monthly spend
TXN0000132,20220101,2022-01-01,109004,BU04,612070,,,Actual,28592.46,Normal monthly spend
TXN0000133,20220101,2022-01-01,109004,BU04,615000,,,Actual,13960.39,Normal monthly spend
TXN0000134,20220101,2022-01-01,109004,BU04,616000,,,Actual,4587.31,Normal monthly spend
TXN0000135,20220101,2022-01-01,109004,BU04,617000,,,Actual,3063.69,Normal monthly spend
TXN0000136,20220101,2022-01-01,110101,BU05,611000,,,Actual,163496.61,Normal monthly spend
TXN0000137,20220101,2022-01-01,110101,BU05,613000,,,Actual,64594.21,Normal monthly spend
TXN0000138,20220101,2022-01-01,110101,BU05,613050,,,Actual,50122.91,Normal monthly spend
TXN0000139,20220101,2022-01-01,110101,BU05,612000,,,Actual,91609.14,Normal monthly spend
TXN0000140,20220101,2022-01-01,110101,BU05,614000,,,Actual,27946.39,Normal monthly spend
TXN0000141,20220101,2022-01-01,110101,BU05,612070,,,Actual,18757.75,Normal monthly spend
TXN0000142,20220101,2022-01-01,110101,BU05,615000,,,Actual,13729.55,Normal monthly spend
TXN0000143,20220101,2022-01-01,110101,BU05,616000,,,Actual,4179.11,Normal monthly spend
TXN0000144,20220101,2022-01-01,110101,BU05,617000,,,Actual,2512.74,Normal monthly spend
TXN0000145,20220101,2022-01-01,110102,BU05,611000,,,Actual,103816.41,Normal monthly spend
TXN0000146,20220101,2022-01-01,110102,BU05,613000,,,Actual,45689.1,Normal monthly spend
TXN0000147,20220101,2022-01-01,110102,BU05,613050,,,Actual,29034.45,Normal monthly spend
TXN0000148,20220101,2022-01-01,110102,BU05,612000,,,Actual,46611.66,Normal monthly spend
TXN0000149,20220101,2022-01-01,110102,BU05,614000,,,Actual,22829.09,Normal monthly spend
TXN0000150,20220101,2022-01-01,110102,BU05,612070,,,Actual,12466.06,Normal monthly spend
TXN0000151,20220101,2022-01-01,110102,BU05,615000,,,Actual,7552.91,Normal monthly spend
TXN0000152,20220101,2022-01-01,110102,BU05,616000,,,Actual,2967.5,Normal monthly spend
TXN0000153,20220101,2022-01-01,110102,BU05,617000,,,Actual,1785.46,Normal monthly spend
TXN0000154,20220101,2022-01-01,120201,BU06,611000,,,Actual,99200.57,Normal monthly spend
TXN0000155,20220101,2022-01-01,120201,BU06,613000,,,Actual,28855.73,Normal monthly spend
TXN0000156,20220101,2022-01-01,120201,BU06,613050,,,Actual,24974.53,Normal monthly spend
TXN0000157,20220101,2022-01-01,120201,BU06,612000,,,Actual,36304.93,Normal monthly spend
TXN0000158,20220101,2022-01-01,120201,BU06,614000,,,Actual,12282.28,Normal monthly spend
TXN0000159,20220101,2022-01-01,120201,BU06,612070,,,Actual,10963.65,Normal monthly spend
TXN0000160,20220101,2022-01-01,120201,BU06,615000,,,Actual,5136.44,Normal monthly spend
TXN0000161,20220101,2022-01-01,120201,BU06,616000,,,Actual,1676.44,Normal monthly spend
TXN0000162,20220101,2022-01-01,120201,BU06,617000,,,Actual,1190.23,Normal monthly spend
TXN0000163,20220201,2022-02-01,104001,BU03,611000,,,Actual,209106.07,Normal monthly spend
TXN0000164,20220201,2022-02-01,104001,BU03,613000,,,Actual,74401.98,Normal monthly spend
TXN0000165,20220201,2022-02-01,104001,BU03,613050,,,Actual,53373.16,Normal monthly spend
TXN0000166,20220201,2022-02-01,104001,BU03,612000,,,Actual,104380.24,Normal monthly spend
TXN0000167,20220201,2022-02-01,104001,BU03,614000,,,Actual,37354.28,Normal monthly spend
TXN0000168,20220201,2022-02-01,104001,BU03,612070,,,Actual,31456.45,Normal monthly spend
TXN0000169,20220201,2022-02-01,104001,BU03,615000,,,Actual,14873.18,Normal monthly spend
TXN0000170,20220201,2022-02-01,104001,BU03,616000,,,Actual,4266.76,Normal monthly spend
TXN0000171,20220201,2022-02-01,104001,BU03,617000,,,Actual,3406.93,Normal monthly spend
TXN0000172,20220201,2022-02-01,104002,BU03,611000,,,Actual,232666.69,Normal monthly spend
TXN0000173,20220201,2022-02-01,104002,BU03,613000,,,Actual,69185.04,Normal monthly spend
TXN0000174,20220201,2022-02-01,104002,BU03,613050,,,Actual,45377.39,Normal monthly spend
TXN0000175,20220201,2022-02-01,104002,BU03,612000,,,Actual,93821.84,Normal monthly spend
TXN0000176,20220201,2022-02-01,104002,BU03,614000,,,Actual,35615.28,Normal monthly spend
TXN0000177,20220201,2022-02-01,104002,BU03,612070,,,Actual,23201.95,Normal monthly spend
TXN0000178,20220201,2022-02-01,104002,BU03,615000,,,Actual,13420.17,Normal monthly spend
TXN0000179,20220201,2022-02-01,104002,BU03,616000,,,Actual,4774.68,Normal monthly spend
TXN0000180,20220201,2022-02-01,104002,BU03,617000,,,Actual,2260.47,Normal monthly spend
TXN0000181,20220201,2022-02-01,104003,BU03,611000,,,Actual,126927.76,Normal monthly spend
TXN0000182,20220201,2022-02-01,104003,BU03,613000,,,Actual,48059.14,Normal monthly spend
TXN0000183,20220201,2022-02-01,104003,BU03,613050,,,Actual,45449.88,Normal monthly spend
TXN0000184,20220201,2022-02-01,104003,BU03,612000,,,Actual,58911.91,Normal monthly spend
TXN0000185,20220201,2022-02-01,104003,BU03,614000,,,Actual,25330.44,Normal monthly spend
TXN0000186,20220201,2022-02-01,104003,BU03,612070,,,Actual,18804.32,Normal monthly spend
TXN0000187,20220201,2022-02-01,104003,BU03,615000,,,Actual,8439.37,Normal monthly spend
TXN0000188,20220201,2022-02-01,104003,BU03,616000,,,Actual,3079.43,Normal monthly spend
TXN0000189,20220201,2022-02-01,104003,BU03,617000,,,Actual,1697.42,Normal monthly spend
TXN0000190,20220201,2022-02-01,104005,BU03,611000,,,Actual,84301.1,Normal monthly spend
TXN0000191,20220201,2022-02-01,104005,BU03,613000,,,Actual,26615.24,Normal monthly spend
TXN0000192,20220201,2022-02-01,104005,BU03,613050,,,Actual,19018.29,Normal monthly spend
TXN0000193,20220201,2022-02-01,104005,BU03,612000,,,Actual,35060.26,Normal monthly spend
TXN0000194,20220201,2022-02-01,104005,BU03,614000,,,Actual,14219.23,Normal monthly spend
TXN0000195,20220201,2022-02-01,104005,BU03,612070,,,Actual,11131.72,Normal monthly spend
TXN0000196,20220201,2022-02-01,104005,BU03,615000,,,Actual,4835.75,Normal monthly spend
TXN0000197,20220201,2022-02-01,104005,BU03,616000,,,Actual,1797.39,Normal monthly spend
TXN0000198,20220201,2022-02-01,104005,BU03,617000,,,Actual,1228.28,Normal monthly spend
TXN0000199,20220201,2022-02-01,104017,BU02,611000,,,Actual,123851.9,Normal monthly spend
TXN0000200,20220201,2022-02-01,104017,BU02,613000,,,Actual,45744.02,Normal monthly spend
TXN0000201,20220201,2022-02-01,104017,BU02,613050,,,Actual,36522.07,Normal monthly spend
TXN0000202,20220201,2022-02-01,104017,BU02,612000,,,Actual,64460.8,Normal monthly spend
TXN0000203,20220201,2022-02-01,104017,BU02,614000,,,Actual,27594.53,Normal monthly spend
TXN0000204,20220201,2022-02-01,104017,BU02,612070,,,Actual,17922.69,Normal monthly spend
TXN0000205,20220201,2022-02-01,104017,BU02,615000,,,Actual,9720.7,Normal monthly spend
TXN0000206,20220201,2022-02-01,104017,BU02,616000,,,Actual,2512.49,Normal monthly spend
TXN0000207,20220201,2022-02-01,104017,BU02,617000,,,Actual,1611.18,Normal monthly spend
TXN0000208,20220201,2022-02-01,104018,BU06,611000,,,Actual,152632.79,Normal monthly spend
TXN0000209,20220201,2022-02-01,104018,BU06,613000,,,Actual,41784.6,Normal monthly spend
TXN0000210,20220201,2022-02-01,104018,BU06,613050,,,Actual,40357.26,Normal monthly spend
TXN0000211,20220201,2022-02-01,104018,BU06,612000,,,Actual,45101.68,Normal monthly spend
TXN0000212,20220201,2022-02-01,104018,BU06,614000,,,Actual,27389.66,Normal monthly spend
TXN0000213,20220201,2022-02-01,104018,BU06,612070,,,Actual,16873.16,Normal monthly spend
TXN0000214,20220201,2022-02-01,104018,BU06,615000,,,Actual,8782.78,Normal monthly spend
TXN0000215,20220201,2022-02-01,104018,BU06,616000,,,Actual,3183.34,Normal monthly spend
TXN0000216,20220201,2022-02-01,104018,BU06,617000,,,Actual,1912.43,Normal monthly spend
TXN0000217,20220201,2022-02-01,104019,BU03,611000,,,Actual,152181.63,Normal monthly spend
TXN0000218,20220201,2022-02-01,104019,BU03,613000,,,Actual,54507.59,Normal monthly spend
TXN0000219,20220201,2022-02-01,104019,BU03,613050,,,Actual,39800.22,Normal monthly spend
TXN0000220,20220201,2022-02-01,104019,BU03,612000,,,Actual,70402.86,Normal monthly spend
TXN0000221,20220201,2022-02-01,104019,BU03,614000,,,Actual,32334.65,Normal monthly spend
TXN0000222,20220201,2022-02-01,104019,BU03,612070,,,Actual,17494.77,Normal monthly spend
TXN0000223,20220201,2022-02-01,104019,BU03,615000,,,Actual,9513.7,Normal monthly spend
TXN0000224,20220201,2022-02-01,104019,BU03,616000,,,Actual,2966.06,Normal monthly spend
TXN0000225,20220201,2022-02-01,104019,BU03,617000,,,Actual,2459.46,Normal monthly spend
TXN0000226,20220201,2022-02-01,104022,BU03,611000,,,Actual,170550.48,Normal monthly spend
TXN0000227,20220201,2022-02-01,104022,BU03,613000,,,Actual,51864.32,Normal monthly spend
TXN0000228,20220201,2022-02-01,104022,BU03,613050,,,Actual,51699.25,Normal monthly spend
TXN0000229,20220201,2022-02-01,104022,BU03,612000,,,Actual,76352.7,Normal monthly spend
TXN0000230,20220201,2022-02-01,104022,BU03,614000,,,Actual,30827.06,Normal monthly spend
TXN0000231,20220201,2022-02-01,104022,BU03,612070,,,Actual,17848.44,Normal monthly spend
TXN0000232,20220201,2022-02-01,104022,BU03,615000,,,Actual,10886.01,Normal monthly spend
TXN0000233,20220201,2022-02-01,104022,BU03,616000,,,Actual,3835.17,Normal monthly spend
TXN0000234,20220201,2022-02-01,104022,BU03,617000,,,Actual,2410.82,Normal monthly spend
TXN0000235,20220201,2022-02-01,104023,BU02,611000,,,Actual,175209.63,Normal monthly spend
TXN0000236,20220201,2022-02-01,104023,BU02,613000,,,Actual,66578.78,Normal monthly spend
TXN0000237,20220201,2022-02-01,104023,BU02,613050,,,Actual,44082.14,Normal monthly spend
TXN0000238,20220201,2022-02-01,104023,BU02,612000,,,Actual,82872.93,Normal monthly spend
TXN0000239,20220201,2022-02-01,104023,BU02,614000,,,Actual,31006.93,Normal monthly spend
TXN0000240,20220201,2022-02-01,104023,BU02,612070,,,Actual,23237.02,Normal monthly spend
TXN0000241,20220201,2022-02-01,104023,BU02,615000,,,Actual,10890.05,Normal monthly spend
TXN0000242,20220201,2022-02-01,104023,BU02,616000,,,Actual,3115.3,Normal monthly spend
TXN0000243,20220201,2022-02-01,104023,BU02,617000,,,Actual,2312.04,Normal monthly spend
TXN0000244,20220201,2022-02-01,104026,BU01,611000,,,Actual,201122.09,Normal monthly spend
TXN0000245,20220201,2022-02-01,104026,BU01,613000,,,Actual,67537.46,Normal monthly spend
TXN0000246,20220201,2022-02-01,104026,BU01,613050,,,Actual,59902.64,Normal monthly spend
TXN0000247,20220201,2022-02-01,104026,BU01,612000,,,Actual,75214.59,Normal monthly spend
TXN0000248,20220201,2022-02-01,104026,BU01,614000,,,Actual,36363.05,Normal monthly spend
TXN0000249,20220201,2022-02-01,104026,BU01,612070,,,Actual,24257.87,Normal monthly spend
TXN0000250,20220201,2022-02-01,104026,BU01,615000,,,Actual,13674.1,Normal monthly spend
TXN0000251,20220201,2022-02-01,104026,BU01,616000,,,Actual,3458.39,Normal monthly spend
TXN0000252,20220201,2022-02-01,104026,BU01,617000,,,Actual,2683.81,Normal monthly spend
TXN0000253,20220201,2022-02-01,104027,BU02,611000,,,Actual,211426.89,Normal monthly spend
TXN0000254,20220201,2022-02-01,104027,BU02,613000,,,Actual,76375.82,Normal monthly spend
TXN0000255,20220201,2022-02-01,104027,BU02,613050,,,Actual,68436.76,Normal monthly spend
TXN0000256,20220201,2022-02-01,104027,BU02,612000,,,Actual,101055.77,Normal monthly spend
TXN0000257,20220201,2022-02-01,104027,BU02,614000,,,Actual,35216.41,Normal monthly spend
TXN0000258,20220201,2022-02-01,104027,BU02,612070,,,Actual,25613.43,Normal monthly spend
TXN0000259,20220201,2022-02-01,104027,BU02,615000,,,Actual,14601.45,Normal monthly spend
TXN0000260,20220201,2022-02-01,104027,BU02,616000,,,Actual,4214.62,Normal monthly spend
TXN0000261,20220201,2022-02-01,104027,BU02,617000,,,Actual,3640.8,Normal monthly spend
TXN0000262,20220201,2022-02-01,104028,BU03,611000,,,Actual,209831.6,Normal monthly spend
TXN0000263,20220201,2022-02-01,104028,BU03,613000,,,Actual,75708.74,Normal monthly spend
TXN0000264,20220201,2022-02-01,104028,BU03,613050,,,Actual,62405.26,Normal monthly spend
TXN0000265,20220201,2022-02-01,104028,BU03,612000,,,Actual,98529.54,Normal monthly spend
TXN0000266,20220201,2022-02-01,104028,BU03,614000,,,Actual,36681.4,Normal monthly spend
TXN0000267,20220201,2022-02-01,104028,BU03,612070,,,Actual,24576.98,Normal monthly spend
TXN0000268,20220201,2022-02-01,104028,BU03,615000,,,Actual,15456.17,Normal monthly spend
TXN0000269,20220201,2022-02-01,104028,BU03,616000,,,Actual,4489.15,Normal monthly spend
TXN0000270,20220201,2022-02-01,104028,BU03,617000,,,Actual,2964.03,Normal monthly spend
TXN0000271,20220201,2022-02-01,104034,BU03,611000,,,Actual,118691.01,Normal monthly spend
TXN0000272,20220201,2022-02-01,104034,BU03,613000,,,Actual,45058.25,Normal monthly spend
TXN0000273,20220201,2022-02-01,104034,BU03,613050,,,Actual,39962.98,Normal monthly spend
TXN0000274,20220201,2022-02-01,104034,BU03,612000,,,Actual,57607.31,Normal monthly spend
TXN0000275,20220201,2022-02-01,104034,BU03,614000,,,Actual,21371.07,Normal monthly spend
TXN0000276,20220201,2022-02-01,104034,BU03,612070,,,Actual,15229.72,Normal monthly spend
TXN0000277,20220201,2022-02-01,104034,BU03,615000,,,Actual,9388.26,Normal monthly spend
TXN0000278,20220201,2022-02-01,104034,BU03,616000,,,Actual,2338.38,Normal monthly spend
TXN0000279,20220201,2022-02-01,104034,BU03,617000,,,Actual,1863.8,Normal monthly spend
TXN0000280,20220201,2022-02-01,109003,BU04,611000,,,Actual,162344.31,Normal monthly spend
TXN0000281,20220201,2022-02-01,109003,BU04,613000,,,Actual,65820.95,Normal monthly spend
TXN0000282,20220201,2022-02-01,109003,BU04,613050,,,Actual,59100.57,Normal monthly spend
TXN0000283,20220201,2022-02-01,109003,BU04,612000,,,Actual,89002.28,Normal monthly spend
TXN0000284,20220201,2022-02-01,109003,BU04,614000,,,Actual,28866.71,Normal monthly spend
TXN0000285,20220201,2022-02-01,109003,BU04,612070,,,Actual,25212.4,Normal monthly spend
TXN0000286,20220201,2022-02-01,109003,BU04,615000,,,Actual,12749.39,Normal monthly spend
TXN0000287,20220201,2022-02-01,109003,BU04,616000,,,Actual,4182.43,Normal monthly spend
TXN0000288,20220201,2022-02-01,109003,BU04,617000,,,Actual,2718.05,Normal monthly spend
TXN0000289,20220201,2022-02-01,109004,BU04,611000,,,Actual,218203.6,Normal monthly spend
