date_key,cost_center_key,business_unit_key,vendor_key,resource_name,role,hourly_rate,hours,amount,project_key,contract_end_date,risk_level
20220401,104027,BU02,VEN009,Contractor 750,RTE,145,175,25375,PRJ005,2022-10-15,Low
20220401,104027,BU02,VEN009,Contractor 723,RTE,145,127,18415,PRJ006,2022-08-28,Medium
20220401,104034,BU03,VEN014,Contractor 909,Developer,95,128,12160,PRJ006,2022-12-15,High
20220401,104034,BU03,VEN007,Contractor 932,QA Analyst,165,84,13860,PRJ010,2022-12-15,Low
20220401,104034,BU03,VEN008,Contractor 849,Scrum Master,165,114,18810,PRJ010,2022-06-28,Medium
20220401,104034,BU03,VEN008,Contractor 995,RTE,145,170,24650,PRJ003,2022-09-15,Medium
20220401,109003,BU04,VEN014,Contractor 838,Cloud Engineer,110,100,11000,PRJ005,2022-09-28,Medium
20220401,109003,BU04,VEN006,Contractor 499,Developer,165,142,23430,PRJ002,2022-09-28,Low
20220401,109003,BU04,VEN007,Contractor 684,QA Analyst,110,163,17930,PRJ005,2022-10-15,Low
20220401,109004,BU04,VEN008,Contractor 831,Architect,110,144,15840,PRJ003,2022-07-15,Low
20220401,109004,BU04,VEN006,Contractor 328,Architect,125,107,13375,PRJ007,2022-08-28,Medium
20220401,109004,BU04,VEN007,Contractor 715,Cloud Engineer,85,116,9860,PRJ005,2022-06-28,Low
20220401,110101,BU05,VEN008,Contractor 837,QA Analyst,95,136,12920,PRJ007,2022-11-15,Low
20220401,110101,BU05,VEN008,Contractor 218,Cloud Engineer,125,107,13375,PRJ009,2022-11-15,High
20220401,110102,BU05,VEN006,Contractor 698,RTE,145,134,19430,PRJ008,2022-07-15,Medium
20220401,110102,BU05,VEN007,Contractor 907,Cloud Engineer,110,132,14520,PRJ001,2022-07-15,Medium
20220501,104018,BU06,VEN007,Contractor 273,RTE,145,104,15080,PRJ002,2022-08-15,Medium
20220501,104018,BU06,VEN014,Contractor 867,RTE,165,80,13200,PRJ008,2022-11-15,Low
20220501,104018,BU06,VEN008,Contractor 522,Developer,95,135,12825,PRJ002,2022-09-15,High
20220501,104022,BU03,VEN008,Contractor 413,RTE,145,82,11890,PRJ008,2022-09-15,Medium
20220501,104022,BU03,VEN009,Contractor 238,RTE,85,141,11985,PRJ003,2022-08-15,Medium
20220501,104023,BU02,VEN006,Contractor 368,Architect,110,133,14630,PRJ006,2022-07-28,Low
20220501,104026,BU01,VEN009,Contractor 934,Architect,95,117,11115,PRJ010,2022-10-15,Medium
20220501,104027,BU02,VEN009,Contractor 558,QA Analyst,85,158,13430,PRJ008,2022-07-28,Medium
20220501,104027,BU02,VEN014,Contractor 477,Scrum Master,85,174,14790,PRJ007,2022-12-28,Medium
20220501,104034,BU03,VEN007,Contractor 793,QA Analyst,125,120,15000,PRJ003,2022-07-15,Medium
20220501,104034,BU03,VEN007,Contractor 191,Architect,95,124,11780,PRJ001,2022-09-28,Medium
20220501,104034,BU03,VEN008,Contractor 125,RTE,85,110,9350,PRJ003,2022-09-15,Low
20220501,109003,BU04,VEN009,Contractor 583,Scrum Master,125,92,11500,PRJ008,2022-10-28,High
20220501,109003,BU04,VEN009,Contractor 199,Developer,110,124,13640,PRJ003,2022-11-15,High
20220501,110101,BU05,VEN006,Contractor 499,Cloud Engineer,125,107,13375,PRJ003,2022-12-15,Low
20220501,110101,BU05,VEN006,Contractor 780,Architect,110,91,10010,PRJ010,2022-12-28,High
20220601,104001,BU03,VEN006,Contractor 531,Cloud Engineer,85,92,7820,PRJ004,2022-12-15,Low
20220601,104001,BU03,VEN006,Contractor 445,Architect,95,162,15390,PRJ009,2022-10-28,High
20220601,104002,BU03,VEN006,Contractor 164,Architect,85,143,12155,PRJ008,2022-10-28,Low
20220601,104002,BU03,VEN006,Contractor 185,Developer,95,151,14345,PRJ003,2022-12-15,Medium
20220601,104003,BU03,VEN008,Contractor 946,Architect,85,91,7735,PRJ007,2022-11-28,Medium
20220601,104003,BU03,VEN006,Contractor 209,Scrum Master,95,140,13300,PRJ008,2022-09-15,High
20220601,104017,BU02,VEN006,Contractor 348,QA Analyst,95,85,8075,PRJ008,2022-12-28,Low
20220601,104017,BU02,VEN014,Contractor 957,Cloud Engineer,95,160,15200,PRJ010,2022-12-15,Medium
20220601,104017,BU02,VEN009,Contractor 116,Developer,165,118,19470,PRJ007,2022-09-28,Low
20220601,104017,BU02,VEN007,Contractor 324,RTE,145,119,17255,PRJ005,2022-10-28,High
20220601,104018,BU06,VEN006,Contractor 871,Cloud Engineer,110,105,11550,PRJ003,2022-09-28,Medium
20220601,104018,BU06,VEN008,Contractor 668,Architect,95,145,13775,PRJ007,2022-12-15,High
20220601,104018,BU06,VEN008,Contractor 678,Developer,85,122,10370,PRJ009,2022-12-15,Low
20220601,104023,BU02,VEN006,Contractor 484,Cloud Engineer,165,100,16500,PRJ008,2022-11-28,Low
20220601,104023,BU02,VEN006,Contractor 150,Developer,85,159,13515,PRJ001,2022-09-28,Low
20220601,104023,BU02,VEN014,Contractor 155,Scrum Master,85,120,10200,PRJ009,2022-12-28,High
20220601,104026,BU01,VEN008,Contractor 217,Cloud Engineer,110,155,17050,PRJ006,2022-11-15,High
20220601,104026,BU01,VEN009,Contractor 648,RTE,145,172,24940,PRJ002,2022-12-28,Medium
20220601,104026,BU01,VEN006,Contractor 915,Scrum Master,165,98,16170,PRJ010,2022-12-15,Low
20220601,104026,BU01,VEN006,Contractor 228,Developer,95,150,14250,PRJ007,2022-10-28,Medium
20220601,104027,BU02,VEN009,Contractor 133,QA Analyst,95,110,10450,PRJ004,2022-11-28,Medium
20220601,104027,BU02,VEN014,Contractor 936,Cloud Engineer,145,148,21460,PRJ005,2022-08-15,Medium
20220601,104027,BU02,VEN006,Contractor 546,Architect,145,107,15515,PRJ008,2022-12-28,Medium
20220601,104034,BU03,VEN008,Contractor 381,Cloud Engineer,145,158,22910,PRJ005,2022-09-28,High
20220601,104034,BU03,VEN014,Contractor 963,Cloud Engineer,95,94,8930,PRJ004,2022-08-15,Medium
20220601,104034,BU03,VEN009,Contractor 135,RTE,125,172,21500,PRJ001,2022-12-28,High
20220601,104034,BU03,VEN014,Contractor 153,Architect,145,133,19285,PRJ004,2022-11-28,High
20220601,109003,BU04,VEN006,Contractor 376,QA Analyst,110,122,13420,PRJ010,2022-12-15,High
20220601,109003,BU04,VEN006,Contractor 707,Cloud Engineer,165,85,14025,PRJ010,2022-12-28,High
20220601,109004,BU04,VEN009,Contractor 345,QA Analyst,145,92,13340,PRJ006,2022-12-15,Low
20220601,109004,BU04,VEN007,Contractor 854,Architect,165,134,22110,PRJ004,2022-08-28,High
20220601,109004,BU04,VEN014,Contractor 811,Cloud Engineer,95,124,11780,PRJ001,2022-12-15,High
20220601,110101,BU05,VEN014,Contractor 418,Scrum Master,165,96,15840,PRJ008,2022-11-28,High
20220601,110101,BU05,VEN008,Contractor 763,RTE,85,157,13345,PRJ010,2022-08-28,High
20220601,110101,BU05,VEN014,Contractor 885,Cloud Engineer,95,171,16245,PRJ006,2022-08-15,Medium
20220601,120201,BU06,VEN008,Contractor 107,Cloud Engineer,95,107,10165,PRJ007,2022-12-15,High
20220701,104001,BU03,VEN008,Contractor 763,Cloud Engineer,145,102,14790,PRJ009,2022-12-28,Medium
20220701,104001,BU03,VEN008,Contractor 391,Scrum Master,125,144,18000,PRJ008,2022-09-28,Low
20220701,104001,BU03,VEN008,Contractor 527,QA Analyst,85,170,14450,PRJ002,2022-12-28,High
20220701,104005,BU03,VEN006,Contractor 494,Developer,145,91,13195,PRJ008,2022-12-28,High
20220701,104005,BU03,VEN008,Contractor 441,Developer,110,154,16940,PRJ007,2022-10-28,Medium
20220701,104017,BU02,VEN008,Contractor 472,Scrum Master,95,123,11685,PRJ007,2022-12-28,Medium
20220701,104017,BU02,VEN007,Contractor 325,RTE,145,103,14935,PRJ005,2022-10-15,Medium
20220701,104018,BU06,VEN008,Contractor 205,Architect,85,152,12920,PRJ010,2022-11-15,High
20220701,104018,BU06,VEN009,Contractor 173,Scrum Master,110,107,11770,PRJ008,2022-12-15,Low
20220701,104018,BU06,VEN008,Contractor 238,RTE,125,132,16500,PRJ006,2022-09-28,Low
20220701,104018,BU06,VEN008,Contractor 637,Scrum Master,125,100,12500,PRJ003,2022-12-15,Medium
20220701,104019,BU03,VEN014,Contractor 523,Cloud Engineer,165,102,16830,PRJ003,2022-11-28,Low
20220701,104023,BU02,VEN009,Contractor 605,Scrum Master,110,160,17600,PRJ007,2022-10-28,High
20220701,104023,BU02,VEN007,Contractor 750,RTE,110,96,10560,PRJ001,2022-12-15,Low
20220701,104023,BU02,VEN006,Contractor 292,Developer,125,92,11500,PRJ008,2022-12-28,High
20220701,104026,BU01,VEN006,Contractor 197,Cloud Engineer,95,134,12730,PRJ003,2022-12-28,Medium
20220701,104026,BU01,VEN006,Contractor 843,RTE,110,162,17820,PRJ009,2022-12-28,High
20220701,104026,BU01,VEN006,Contractor 830,Scrum Master,95,102,9690,PRJ002,2022-12-28,Medium
20220701,104028,BU03,VEN006,Contractor 931,RTE,125,139,17375,PRJ007,2022-12-15,Low
20220701,104028,BU03,VEN006,Contractor 548,Developer,85,168,14280,PRJ002,2022-12-28,Medium
20220701,104034,BU03,VEN009,Contractor 517,Developer,85,123,10455,PRJ004,2022-12-28,Low
20220701,109003,BU04,VEN008,Contractor 152,Architect,85,103,8755,PRJ009,2022-09-15,Low
20220701,109003,BU04,VEN008,Contractor 172,Developer,95,90,8550,PRJ007,2022-10-15,Medium
20220701,110101,BU05,VEN008,Contractor 258,Cloud Engineer,145,114,16530,PRJ001,2022-12-15,Medium
20220701,110101,BU05,VEN007,Contractor 815,QA Analyst,110,101,11110,PRJ007,2022-12-28,Low
20220701,120201,BU06,VEN009,Contractor 943,QA Analyst,110,118,12980,PRJ006,2022-12-28,High
20220801,104001,BU03,VEN014,Contractor 507,Scrum Master,165,110,18150,PRJ007,2022-12-28,Low
20220801,104001,BU03,VEN006,Contractor 640,Cloud Engineer,85,168,14280,PRJ005,2022-10-15,Low
20220801,104017,BU02,VEN009,Contractor 746,RTE,165,89,14685,PRJ005,2022-12-28,Medium
20220801,104017,BU02,VEN007,Contractor 801,Developer,125,90,11250,PRJ010,2022-12-28,High
20220801,104018,BU06,VEN014,Contractor 466,Cloud Engineer,165,147,24255,PRJ009,2022-12-15,Medium
20220801,104018,BU06,VEN014,Contractor 539,QA Analyst,95,128,12160,PRJ006,2022-12-15,Medium
20220801,104023,BU02,VEN008,Contractor 102,QA Analyst,125,162,20250,PRJ002,2022-12-28,Low
20220801,104023,BU02,VEN009,Contractor 300,Architect,165,123,20295,PRJ009,2022-12-28,Low
20220801,104023,BU02,VEN014,Contractor 376,Cloud Engineer,165,128,21120,PRJ009,2022-12-15,Medium
20220801,104023,BU02,VEN014,Contractor 275,QA Analyst,95,176,16720,PRJ004,2022-10-15,High
20220801,104026,BU01,VEN009,Contractor 975,Scrum Master,125,87,10875,PRJ010,2022-12-15,Medium
20220801,104026,BU01,VEN014,Contractor 602,QA Analyst,110,163,17930,PRJ008,2022-10-15,Low
20220801,104028,BU03,VEN009,Contractor 951,Architect,85,154,13090,PRJ009,2022-12-28,Low
20220801,104028,BU03,VEN014,Contractor 869,Developer,110,120,13200,PRJ001,2022-12-28,Medium
20220801,104034,BU03,VEN007,Contractor 617,QA Analyst,165,120,19800,PRJ002,2022-12-28,High
20220801,104034,BU03,VEN009,Contractor 920,QA Analyst,110,103,11330,PRJ009,2022-12-28,Medium
20220801,104034,BU03,VEN007,Contractor 996,Scrum Master,95,119,11305,PRJ006,2022-12-28,Low
20220801,104034,BU03,VEN007,Contractor 775,Cloud Engineer,110,160,17600,PRJ010,2022-12-15,Low
20220801,109003,BU04,VEN014,Contractor 397,Architect,95,108,10260,PRJ010,2022-10-28,Medium
20220801,110101,BU05,VEN006,Contractor 996,RTE,165,82,13530,PRJ008,2022-12-28,Low
20220801,110101,BU05,VEN008,Contractor 377,Architect,110,102,11220,PRJ005,2022-12-15,Medium
20220801,110101,BU05,VEN014,Contractor 464,RTE,165,118,19470,PRJ006,2022-12-15,High
20220801,110101,BU05,VEN009,Contractor 797,RTE,110,176,19360,PRJ006,2022-12-15,High
20220801,120201,BU06,VEN014,Contractor 232,QA Analyst,85,87,7395,PRJ001,2022-12-15,Low
20220901,104003,BU03,VEN008,Contractor 600,RTE,85,142,12070,PRJ004,2022-12-15,Low
20220901,104003,BU03,VEN008,Contractor 395,Developer,165,116,19140,PRJ007,2022-12-15,Low
20220901,104003,BU03,VEN009,Contractor 916,Cloud Engineer,85,134,11390,PRJ008,2022-12-28,Low
20220901,104018,BU06,VEN006,Contractor 344,Architect,165,158,26070,PRJ009,2022-12-15,Medium
20220901,104018,BU06,VEN009,Contractor 910,Cloud Engineer,85,156,13260,PRJ009,2022-11-28,High
20220901,104018,BU06,VEN007,Contractor 304,RTE,95,134,12730,PRJ009,2022-12-15,Low
20220901,104022,BU03,VEN014,Contractor 938,Developer,145,100,14500,PRJ008,2022-12-15,Medium
20220901,104022,BU03,VEN009,Contractor 662,RTE,165,148,24420,PRJ006,2022-12-15,Low
20220901,104022,BU03,VEN014,Contractor 990,RTE,165,121,19965,PRJ002,2022-12-28,High
20220901,104022,BU03,VEN006,Contractor 378,Architect,85,122,10370,PRJ010,2022-12-15,High
20220901,104023,BU02,VEN008,Contractor 963,Scrum Master,165,126,20790,PRJ003,2022-12-15,High
20220901,104026,BU01,VEN006,Contractor 666,Scrum Master,110,151,16610,PRJ004,2022-12-15,High
20220901,104026,BU01,VEN014,Contractor 824,Developer,145,98,14210,PRJ010,2022-12-28,Low
20220901,104028,BU03,VEN014,Contractor 820,Scrum Master,125,145,18125,PRJ004,2022-12-28,Medium
20220901,104028,BU03,VEN014,Contractor 224,Developer,125,93,11625,PRJ007,2022-12-15,Medium
20220901,104028,BU03,VEN014,Contractor 160,QA Analyst,145,116,16820,PRJ007,2022-12-15,Low
20220901,109003,BU04,VEN006,Contractor 940,RTE,165,104,17160,PRJ008,2022-12-15,High
20220901,110101,BU05,VEN007,Contractor 725,QA Analyst,85,175,14875,PRJ010,2022-12-15,High
20220901,110101,BU05,VEN006,Contractor 488,Scrum Master,165,105,17325,PRJ009,2022-12-28,Medium
20220901,110101,BU05,VEN006,Contractor 395,Scrum Master,125,160,20000,PRJ004,2022-12-28,Medium
20221001,104001,BU03,VEN014,Contractor 481,RTE,125,111,13875,PRJ007,2022-12-28,High
20221001,104001,BU03,VEN007,Contractor 681,QA Analyst,95,149,14155,PRJ001,2022-12-15,Low
20221001,104001,BU03,VEN006,Contractor 904,Architect,110,171,18810,PRJ006,2022-12-15,Medium
20221001,104018,BU06,VEN009,Contractor 656,Developer,165,108,17820,PRJ009,2022-12-15,Low
20221001,104023,BU02,VEN006,Contractor 379,Cloud Engineer,85,172,14620,PRJ001,2022-12-15,Medium
20221001,104023,BU02,VEN006,Contractor 425,RTE,95,135,12825,PRJ008,2022-12-28,Medium
20221001,104023,BU02,VEN009,Contractor 820,RTE,95,110,10450,PRJ003,2022-12-28,Medium
20221001,104023,BU02,VEN006,Contractor 944,Developer,110,115,12650,PRJ009,2022-12-15,High
20221001,104026,BU01,VEN007,Contractor 526,QA Analyst,85,163,13855,PRJ003,2022-12-28,Low
20221001,104026,BU01,VEN014,Contractor 648,QA Analyst,110,155,17050,PRJ004,2022-12-28,Medium
20221001,104026,BU01,VEN014,Contractor 993,QA Analyst,145,170,24650,PRJ008,2022-12-28,High
20221001,104027,BU02,VEN009,Contractor 641,QA Analyst,145,90,13050,PRJ009,2022-12-28,Low
20221001,104027,BU02,VEN014,Contractor 795,Scrum Master,125,118,14750,PRJ002,2022-12-15,Medium
20221001,104027,BU02,VEN007,Contractor 309,QA Analyst,110,171,18810,PRJ009,2022-12-15,Low
20221001,104027,BU02,VEN006,Contractor 262,Architect,110,108,11880,PRJ008,2022-12-28,High
20221001,104034,BU03,VEN014,Contractor 858,Cloud Engineer,145,82,11890,PRJ005,2022-12-28,High
20221001,109003,BU04,VEN014,Contractor 548,QA Analyst,125,172,21500,PRJ003,2022-12-28,Medium
20221001,109003,BU04,VEN008,Contractor 217,Cloud Engineer,110,141,15510,PRJ005,2022-12-15,High
20221001,110101,BU05,VEN007,Contractor 741,Cloud Engineer,145,142,20590,PRJ007,2022-12-28,High
20221001,110101,BU05,VEN009,Contractor 272,Cloud Engineer,110,99,10890,PRJ007,2022-12-28,Low
20221001,120201,BU06,VEN009,Contractor 378,RTE,125,88,11000,PRJ005,2022-12-15,Low
20221001,120201,BU06,VEN007,Contractor 958,RTE,125,110,13750,PRJ008,2022-12-15,High
20221001,120201,BU06,VEN014,Contractor 114,Scrum Master,165,114,18810,PRJ007,2022-12-28,High
20221001,120201,BU06,VEN008,Contractor 959,Developer,125,158,19750,PRJ004,2022-12-15,Low
20221101,104002,BU03,VEN009,Contractor 419,QA Analyst,85,144,12240,PRJ008,2022-12-15,Medium
20221101,104002,BU03,VEN007,Contractor 318,QA Analyst,145,146,21170,PRJ009,2022-12-15,Medium
20221101,104017,BU02,VEN009,Contractor 207,QA Analyst,165,156,25740,PRJ008,2022-12-28,Medium
20221101,104017,BU02,VEN009,Contractor 431,QA Analyst,95,126,11970,PRJ004,2022-12-28,Medium
20221101,104017,BU02,VEN009,Contractor 899,Developer,165,165,27225,PRJ010,2022-12-15,Low
20221101,104018,BU06,VEN014,Contractor 454,RTE,165,116,19140,PRJ009,2022-12-15,Low
20221101,104018,BU06,VEN007,Contractor 446,RTE,85,86,7310,PRJ002,2022-12-15,Medium
20221101,104019,BU03,VEN008,Contractor 115,RTE,95,143,13585,PRJ007,2022-12-28,Low
20221101,104019,BU03,VEN009,Contractor 893,QA Analyst,125,175,21875,PRJ003,2022-12-28,Low
20221101,104022,BU03,VEN006,Contractor 854,QA Analyst,110,94,10340,PRJ002,2022-12-28,Low
20221101,104022,BU03,VEN006,Contractor 217,Architect,85,142,12070,PRJ006,2022-12-28,Medium
20221101,104023,BU02,VEN006,Contractor 443,Scrum Master,145,114,16530,PRJ006,2022-12-15,Medium
20221101,104023,BU02,VEN014,Contractor 340,Architect,145,142,20590,PRJ005,2022-12-15,Low
20221101,104026,BU01,VEN014,Contractor 744,Cloud Engineer,125,165,20625,PRJ008,2022-12-28,Medium
20221101,104026,BU01,VEN006,Contractor 880,RTE,145,85,12325,PRJ010,2022-12-15,Low
20221101,104026,BU01,VEN006,Contractor 295,Cloud Engineer,125,147,18375,PRJ006,2022-12-15,Medium
20221101,104026,BU01,VEN008,Contractor 186,Architect,95,176,16720,PRJ005,2022-12-28,Low
20221101,109003,BU04,VEN009,Contractor 373,QA Analyst,125,164,20500,PRJ005,2022-12-15,High
