date_key,project_key,cost_center_key,business_unit_key,amount,capex_opex,project_status,notes
20220301,PRJ001,104027,BU02,102607.0,Operating,Green,Project milestone or invoice activity
20220301,PRJ004,104028,BU03,29948.0,Capital,Yellow,Project milestone or invoice activity
20220301,PRJ001,104028,BU03,69854.0,Operating,Red,Project milestone or invoice activity
20220301,PRJ008,104034,BU03,105884.0,Capital,Yellow,Project milestone or invoice activity
20220301,PRJ003,104034,BU03,134171.0,Capital,Green,Project milestone or invoice activity
20220301,PRJ007,109003,BU04,51765.0,Capital,Red,Project milestone or invoice activity
20220301,PRJ010,109003,BU04,70018.0,Capital,Yellow,Project milestone or invoice activity
20220301,PRJ002,109004,BU04,135668.0,Operating,Yellow,Project milestone or invoice activity
20220301,PRJ004,109004,BU04,54546.0,Operating,Green,Project milestone or invoice activity
20220301,PRJ007,110101,BU05,85938.0,Capital,Yellow,Project milestone or invoice activity
20220301,PRJ002,110101,BU05,23087.0,Capital,Red,Project milestone or invoice activity
20220301,PRJ003,110102,BU05,38836.0,Operating,Red,Project milestone or invoice activity
20220301,PRJ006,110102,BU05,133139.0,Capital,Yellow,Project milestone or invoice activity
20220301,PRJ009,120201,BU06,38757.0,Capital,Green,Project milestone or invoice activity
20220301,PRJ001,120201,BU06,16738.0,Capital,Green,Project milestone or invoice activity
20220401,PRJ009,104001,BU03,139208.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ005,104001,BU03,41504.0,Capital,Red,Project milestone or invoice activity
20220401,PRJ005,104002,BU03,71094.0,Capital,Red,Project milestone or invoice activity
20220401,PRJ004,104002,BU03,49942.0,Capital,Yellow,Project milestone or invoice activity
20220401,PRJ010,104003,BU03,125623.0,Capital,Yellow,Project milestone or invoice activity
20220401,PRJ007,104003,BU03,74749.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ001,104005,BU03,32365.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ005,104005,BU03,93975.0,Capital,Yellow,Project milestone or invoice activity
20220401,PRJ002,104017,BU02,52597.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ003,104017,BU02,22526.0,Capital,Green,Project milestone or invoice activity
20220401,PRJ002,104018,BU06,100723.0,Operating,Red,Project milestone or invoice activity
20220401,PRJ006,104018,BU06,72147.0,Capital,Yellow,Project milestone or invoice activity
20220401,PRJ008,104019,BU03,129348.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ003,104019,BU03,17685.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ004,104022,BU03,129179.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ003,104022,BU03,34037.0,Capital,Yellow,Project milestone or invoice activity
20220401,PRJ001,104023,BU02,133063.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ009,104023,BU02,16283.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ001,104027,BU02,57140.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ008,104027,BU02,59553.0,Capital,Green,Project milestone or invoice activity
20220401,PRJ008,104028,BU03,71426.0,Capital,Red,Project milestone or invoice activity
20220401,PRJ001,104028,BU03,92111.0,Capital,Green,Project milestone or invoice activity
20220401,PRJ008,104034,BU03,45265.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ009,104034,BU03,79519.0,Capital,Green,Project milestone or invoice activity
20220401,PRJ008,109003,BU04,30887.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ003,109003,BU04,32232.0,Capital,Yellow,Project milestone or invoice activity
20220401,PRJ006,109004,BU04,134995.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ008,109004,BU04,79599.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ005,110101,BU05,103500.0,Operating,Green,Project milestone or invoice activity
20220401,PRJ002,110101,BU05,40466.0,Capital,Red,Project milestone or invoice activity
20220401,PRJ009,110102,BU05,75487.0,Capital,Red,Project milestone or invoice activity
20220401,PRJ003,110102,BU05,69928.0,Capital,Yellow,Project milestone or invoice activity
20220401,PRJ002,120201,BU06,83758.0,Operating,Yellow,Project milestone or invoice activity
20220401,PRJ004,120201,BU06,33038.0,Operating,Yellow,Project milestone or invoice activity
20220501,PRJ004,104001,BU03,123519.2,Capital,Red,Project milestone or invoice activity
20220501,PRJ005,104001,BU03,157280.2,Operating,Yellow,Project milestone or invoice activity
20220501,PRJ003,104002,BU03,33261.2,Capital,Green,Project milestone or invoice activity
20220501,PRJ002,104002,BU03,175170.8,Capital,Red,Project milestone or invoice activity
20220501,PRJ006,104003,BU03,50842.4,Capital,Green,Project milestone or invoice activity
20220501,PRJ008,104003,BU03,147336.0,Operating,Yellow,Project milestone or invoice activity
20220501,PRJ003,104005,BU03,121195.2,Capital,Red,Project milestone or invoice activity
20220501,PRJ001,104005,BU03,31245.2,Operating,Red,Project milestone or invoice activity
20220501,PRJ010,104017,BU02,52616.2,Operating,Green,Project milestone or invoice activity
20220501,PRJ006,104017,BU02,83354.6,Operating,Green,Project milestone or invoice activity
20220501,PRJ002,104018,BU06,153680.8,Capital,Red,Project milestone or invoice activity
20220501,PRJ004,104018,BU06,96525.8,Capital,Yellow,Project milestone or invoice activity
20220501,PRJ001,104019,BU03,21492.8,Capital,Red,Project milestone or invoice activity
20220501,PRJ006,104019,BU03,152548.2,Operating,Green,Project milestone or invoice activity
20220501,PRJ010,104022,BU03,119100.8,Operating,Green,Project milestone or invoice activity
20220501,PRJ004,104022,BU03,114658.6,Operating,Yellow,Project milestone or invoice activity
20220501,PRJ009,104023,BU02,146284.6,Operating,Yellow,Project milestone or invoice activity
20220501,PRJ002,104023,BU02,113282.4,Capital,Yellow,Project milestone or invoice activity
20220501,PRJ005,104027,BU02,132868.4,Capital,Green,Project milestone or invoice activity
20220501,PRJ001,104027,BU02,163868.6,Capital,Yellow,Project milestone or invoice activity
20220501,PRJ004,104028,BU03,98537.6,Capital,Yellow,Project milestone or invoice activity
20220501,PRJ007,104028,BU03,180805.8,Capital,Red,Project milestone or invoice activity
20220501,PRJ004,104034,BU03,177581.6,Operating,Green,Project milestone or invoice activity
20220501,PRJ008,104034,BU03,179669.0,Operating,Red,Project milestone or invoice activity
20220501,PRJ001,109003,BU04,191433.2,Capital,Red,Project milestone or invoice activity
20220501,PRJ005,109003,BU04,101327.8,Operating,Green,Project milestone or invoice activity
20220501,PRJ007,109004,BU04,33041.4,Operating,Yellow,Project milestone or invoice activity
20220501,PRJ009,109004,BU04,73382.4,Operating,Yellow,Project milestone or invoice activity
20220501,PRJ003,110101,BU05,141685.6,Capital,Green,Project milestone or invoice activity
20220501,PRJ006,110101,BU05,42698.6,Operating,Green,Project milestone or invoice activity
20220501,PRJ007,110102,BU05,173150.6,Capital,Red,Project milestone or invoice activity
20220501,PRJ006,110102,BU05,113440.6,Capital,Red,Project milestone or invoice activity
20220501,PRJ009,120201,BU06,53470.2,Operating,Green,Project milestone or invoice activity
20220501,PRJ008,120201,BU06,85891.4,Operating,Red,Project milestone or invoice activity
20220601,PRJ005,104001,BU03,22492.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ002,104001,BU03,18031.0,Operating,Yellow,Project milestone or invoice activity
20220601,PRJ010,104002,BU03,98051.0,Operating,Green,Project milestone or invoice activity
20220601,PRJ004,104002,BU03,67650.0,Capital,Green,Project milestone or invoice activity
20220601,PRJ001,104003,BU03,43166.0,Capital,Red,Project milestone or invoice activity
20220601,PRJ006,104003,BU03,122696.0,Operating,Green,Project milestone or invoice activity
20220601,PRJ002,104005,BU03,23953.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ007,104005,BU03,87899.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ007,104017,BU02,114549.0,Operating,Yellow,Project milestone or invoice activity
20220601,PRJ003,104017,BU02,92851.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ005,104018,BU06,78066.0,Operating,Green,Project milestone or invoice activity
20220601,PRJ008,104018,BU06,84806.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ004,104019,BU03,95118.0,Capital,Red,Project milestone or invoice activity
20220601,PRJ006,104019,BU03,15916.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ010,104022,BU03,53777.0,Operating,Green,Project milestone or invoice activity
20220601,PRJ001,104022,BU03,78075.0,Operating,Green,Project milestone or invoice activity
20220601,PRJ006,104023,BU02,54336.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ008,104023,BU02,74013.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ006,104027,BU02,124885.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ003,104027,BU02,109563.0,Capital,Green,Project milestone or invoice activity
20220601,PRJ006,104028,BU03,23600.0,Operating,Green,Project milestone or invoice activity
20220601,PRJ009,104028,BU03,137105.0,Operating,Yellow,Project milestone or invoice activity
20220601,PRJ009,104034,BU03,128456.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ006,104034,BU03,90994.0,Operating,Yellow,Project milestone or invoice activity
20220601,PRJ005,109003,BU04,17714.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ007,109003,BU04,66985.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ008,109004,BU04,37494.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ009,109004,BU04,94684.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ008,110101,BU05,132160.0,Operating,Yellow,Project milestone or invoice activity
20220601,PRJ001,110101,BU05,43420.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ002,110102,BU05,91685.0,Capital,Yellow,Project milestone or invoice activity
20220601,PRJ003,110102,BU05,55469.0,Operating,Red,Project milestone or invoice activity
20220601,PRJ002,120201,BU06,30276.0,Operating,Green,Project milestone or invoice activity
20220601,PRJ009,120201,BU06,95766.0,Operating,Red,Project milestone or invoice activity
20220701,PRJ002,104001,BU03,24206.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ008,104001,BU03,53875.0,Capital,Green,Project milestone or invoice activity
20220701,PRJ005,104002,BU03,87522.0,Capital,Green,Project milestone or invoice activity
20220701,PRJ002,104002,BU03,68587.0,Capital,Green,Project milestone or invoice activity
20220701,PRJ003,104003,BU03,64249.0,Operating,Red,Project milestone or invoice activity
20220701,PRJ002,104003,BU03,39654.0,Capital,Red,Project milestone or invoice activity
20220701,PRJ010,104005,BU03,84442.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ001,104005,BU03,80557.0,Capital,Red,Project milestone or invoice activity
20220701,PRJ008,104017,BU02,107451.0,Operating,Red,Project milestone or invoice activity
20220701,PRJ010,104017,BU02,138804.0,Capital,Yellow,Project milestone or invoice activity
20220701,PRJ001,104018,BU06,69224.0,Capital,Green,Project milestone or invoice activity
20220701,PRJ008,104018,BU06,138199.0,Operating,Red,Project milestone or invoice activity
20220701,PRJ008,104019,BU03,55952.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ007,104019,BU03,95598.0,Capital,Yellow,Project milestone or invoice activity
20220701,PRJ004,104022,BU03,48276.0,Capital,Green,Project milestone or invoice activity
20220701,PRJ002,104022,BU03,69271.0,Capital,Red,Project milestone or invoice activity
20220701,PRJ005,104023,BU02,72209.0,Operating,Green,Project milestone or invoice activity
20220701,PRJ006,104023,BU02,83214.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ009,104027,BU02,104766.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ006,104027,BU02,41277.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ004,104028,BU03,25560.0,Capital,Green,Project milestone or invoice activity
20220701,PRJ007,104028,BU03,32763.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ002,104034,BU03,62890.0,Capital,Red,Project milestone or invoice activity
20220701,PRJ009,104034,BU03,100933.0,Capital,Red,Project milestone or invoice activity
20220701,PRJ009,109003,BU04,85162.0,Capital,Red,Project milestone or invoice activity
20220701,PRJ004,109003,BU04,90398.0,Capital,Yellow,Project milestone or invoice activity
20220701,PRJ009,109004,BU04,111029.0,Capital,Yellow,Project milestone or invoice activity
20220701,PRJ002,109004,BU04,49337.0,Capital,Yellow,Project milestone or invoice activity
20220701,PRJ003,110101,BU05,59042.0,Capital,Yellow,Project milestone or invoice activity
20220701,PRJ006,110101,BU05,18849.0,Capital,Green,Project milestone or invoice activity
20220701,PRJ010,110102,BU05,48786.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ003,110102,BU05,45579.0,Operating,Yellow,Project milestone or invoice activity
20220701,PRJ010,120201,BU06,58897.0,Capital,Red,Project milestone or invoice activity
20220701,PRJ003,120201,BU06,44246.0,Operating,Red,Project milestone or invoice activity
20220801,PRJ004,104001,BU03,100667.0,Capital,Green,Project milestone or invoice activity
20220801,PRJ008,104001,BU03,172274.2,Operating,Green,Project milestone or invoice activity
20220801,PRJ002,104002,BU03,148475.6,Operating,Yellow,Project milestone or invoice activity
20220801,PRJ008,104002,BU03,132832.0,Capital,Green,Project milestone or invoice activity
20220801,PRJ004,104003,BU03,74824.4,Operating,Green,Project milestone or invoice activity
20220801,PRJ006,104003,BU03,87042.2,Operating,Green,Project milestone or invoice activity
20220801,PRJ010,104005,BU03,89181.4,Operating,Green,Project milestone or invoice activity
20220801,PRJ005,104005,BU03,130118.8,Capital,Green,Project milestone or invoice activity
20220801,PRJ002,104017,BU02,59243.8,Capital,Yellow,Project milestone or invoice activity
20220801,PRJ006,104017,BU02,123092.2,Capital,Green,Project milestone or invoice activity
20220801,PRJ006,104018,BU06,45540.6,Operating,Red,Project milestone or invoice activity
20220801,PRJ002,104018,BU06,96034.4,Operating,Yellow,Project milestone or invoice activity
20220801,PRJ010,104019,BU03,35218.4,Operating,Yellow,Project milestone or invoice activity
20220801,PRJ005,104019,BU03,171502.8,Capital,Yellow,Project milestone or invoice activity
20220801,PRJ007,104022,BU03,138825.4,Capital,Yellow,Project milestone or invoice activity
20220801,PRJ008,104022,BU03,92989.4,Operating,Red,Project milestone or invoice activity
20220801,PRJ003,104023,BU02,100476.6,Operating,Red,Project milestone or invoice activity
20220801,PRJ001,104023,BU02,102293.8,Operating,Green,Project milestone or invoice activity
20220801,PRJ008,104027,BU02,165351.2,Operating,Green,Project milestone or invoice activity
20220801,PRJ010,104027,BU02,28445.2,Operating,Yellow,Project milestone or invoice activity
20220801,PRJ009,104028,BU03,184832.2,Capital,Red,Project milestone or invoice activity
20220801,PRJ003,104028,BU03,49558.6,Capital,Yellow,Project milestone or invoice activity
20220801,PRJ010,104034,BU03,101185.0,Operating,Green,Project milestone or invoice activity
20220801,PRJ002,104034,BU03,47068.0,Capital,Red,Project milestone or invoice activity
20220801,PRJ010,109003,BU04,118368.6,Capital,Red,Project milestone or invoice activity
20220801,PRJ002,109003,BU04,163419.2,Capital,Red,Project milestone or invoice activity
20220801,PRJ002,109004,BU04,111855.8,Operating,Green,Project milestone or invoice activity
20220801,PRJ009,109004,BU04,107954.0,Operating,Red,Project milestone or invoice activity
20220801,PRJ007,110101,BU05,67421.2,Operating,Yellow,Project milestone or invoice activity
20220801,PRJ010,110101,BU05,113213.8,Capital,Red,Project milestone or invoice activity
20220801,PRJ008,110102,BU05,29139.6,Capital,Yellow,Project milestone or invoice activity
20220801,PRJ010,110102,BU05,36276.8,Capital,Red,Project milestone or invoice activity
20220801,PRJ001,120201,BU06,140558.6,Operating,Red,Project milestone or invoice activity
20220801,PRJ006,120201,BU06,99636.6,Operating,Green,Project milestone or invoice activity
20220901,PRJ009,104001,BU03,52009.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ010,104001,BU03,35865.0,Operating,Yellow,Project milestone or invoice activity
20220901,PRJ006,104002,BU03,61362.0,Operating,Yellow,Project milestone or invoice activity
20220901,PRJ008,104002,BU03,34332.0,Operating,Red,Project milestone or invoice activity
20220901,PRJ008,104003,BU03,125554.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ007,104003,BU03,139621.0,Operating,Yellow,Project milestone or invoice activity
20220901,PRJ005,104005,BU03,125862.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ007,104005,BU03,101883.0,Capital,Green,Project milestone or invoice activity
20220901,PRJ002,104017,BU02,44143.0,Capital,Yellow,Project milestone or invoice activity
20220901,PRJ008,104017,BU02,38904.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ007,104018,BU06,108346.0,Operating,Yellow,Project milestone or invoice activity
20220901,PRJ001,104018,BU06,114593.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ008,104019,BU03,128621.0,Capital,Green,Project milestone or invoice activity
20220901,PRJ003,104019,BU03,68697.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ003,104022,BU03,102580.0,Capital,Green,Project milestone or invoice activity
20220901,PRJ009,104022,BU03,50797.0,Capital,Yellow,Project milestone or invoice activity
20220901,PRJ001,104023,BU02,48892.0,Capital,Red,Project milestone or invoice activity
20220901,PRJ005,104023,BU02,125289.0,Capital,Red,Project milestone or invoice activity
20220901,PRJ001,104027,BU02,93394.0,Capital,Red,Project milestone or invoice activity
20220901,PRJ003,104027,BU02,121828.0,Capital,Red,Project milestone or invoice activity
20220901,PRJ005,104028,BU03,17555.0,Capital,Red,Project milestone or invoice activity
20220901,PRJ008,104028,BU03,54343.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ003,104034,BU03,85409.0,Capital,Red,Project milestone or invoice activity
20220901,PRJ006,104034,BU03,81988.0,Capital,Red,Project milestone or invoice activity
20220901,PRJ010,109003,BU04,135478.0,Capital,Yellow,Project milestone or invoice activity
20220901,PRJ007,109003,BU04,72475.0,Capital,Yellow,Project milestone or invoice activity
20220901,PRJ006,109004,BU04,15852.0,Capital,Green,Project milestone or invoice activity
20220901,PRJ004,109004,BU04,49451.0,Operating,Yellow,Project milestone or invoice activity
20220901,PRJ003,110101,BU05,15526.0,Operating,Yellow,Project milestone or invoice activity
20220901,PRJ010,110101,BU05,53361.0,Capital,Green,Project milestone or invoice activity
20220901,PRJ010,110102,BU05,56176.0,Operating,Red,Project milestone or invoice activity
20220901,PRJ001,110102,BU05,106045.0,Operating,Green,Project milestone or invoice activity
20220901,PRJ004,120201,BU06,103623.0,Operating,Red,Project milestone or invoice activity
20220901,PRJ003,120201,BU06,65024.0,Capital,Red,Project milestone or invoice activity
20221001,PRJ002,104001,BU03,89186.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ010,104001,BU03,54768.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ004,104002,BU03,36349.0,Operating,Green,Project milestone or invoice activity
20221001,PRJ005,104002,BU03,47028.0,Operating,Green,Project milestone or invoice activity
20221001,PRJ008,104003,BU03,68115.0,Capital,Red,Project milestone or invoice activity
20221001,PRJ006,104003,BU03,119092.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ008,104005,BU03,15541.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ009,104005,BU03,100719.0,Operating,Yellow,Project milestone or invoice activity
20221001,PRJ006,104017,BU02,123038.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ010,104017,BU02,24721.0,Operating,Red,Project milestone or invoice activity
20221001,PRJ010,104018,BU06,109347.0,Capital,Red,Project milestone or invoice activity
20221001,PRJ002,104018,BU06,53645.0,Operating,Yellow,Project milestone or invoice activity
20221001,PRJ002,104019,BU03,18394.0,Capital,Red,Project milestone or invoice activity
20221001,PRJ004,104019,BU03,38645.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ004,104022,BU03,121008.0,Operating,Yellow,Project milestone or invoice activity
20221001,PRJ007,104022,BU03,50365.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ007,104023,BU02,111100.0,Capital,Red,Project milestone or invoice activity
20221001,PRJ009,104023,BU02,28588.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ009,104027,BU02,136769.0,Operating,Red,Project milestone or invoice activity
20221001,PRJ003,104027,BU02,112194.0,Capital,Red,Project milestone or invoice activity
20221001,PRJ009,104028,BU03,24876.0,Capital,Green,Project milestone or invoice activity
20221001,PRJ003,104028,BU03,68802.0,Operating,Red,Project milestone or invoice activity
20221001,PRJ004,104034,BU03,137588.0,Capital,Red,Project milestone or invoice activity
20221001,PRJ007,104034,BU03,76452.0,Capital,Yellow,Project milestone or invoice activity
20221001,PRJ003,109003,BU04,25690.0,Capital,Yellow,Project milestone or invoice activity
20221001,PRJ004,109003,BU04,94223.0,Capital,Yellow,Project milestone or invoice activity
20221001,PRJ005,109004,BU04,42650.0,Operating,Red,Project milestone or invoice activity
